node,page_rank,betweenness,closeness,indegree,outdegree
security/nss/lib/pk11wrap/pk11util,2.641,42891.165,1.828,24,27
mozilla/HalScreenConfiguration,1.334,0.0,0.487,0,0
nsPILoadGroupInternal,1.334,0.0,0.487,0,0
dom/audiochannel/AudioChannelService,3.113,78929.695,1.828,23,29
build/stlport/stlport/stl/_cwchar,405.761,3495452.816,1.828,20,7
mozilla/dom/MediaKeys,1.334,0.0,0.487,0,0
media/libstagefright/system/core/libcutils/strdup16to8,1.334,0.0,1.827,0,1
security/nss/lib/freebl/mpi/mpi,75.555,557705.692,1.827,85,13
layout/xul/nsStackFrame,1.396,0.0,1.828,1,19
mozilla/ipc/MessageLink,1.334,0.0,0.487,0,0
toolkit/components/reflect/reflect,1.445,0.0,1.828,1,11
gfx/2d/ScaledFontCairo,1.548,370026.755,1.828,2,8
nsIDataStore,1.334,0.0,0.487,0,0
js/src/jswatchpoint,8.43,401.097,1.828,10,17
toolkit/crashreporter/google-breakpad/src/common/stabs_to_module_unittest,1.334,0.0,1.828,0,9
gfx/skia/trunk/src/animator/SkAnimatorScript2,1.555,297.202,1.828,3,30
toolkit/components/url-classifier/LookupCache,1.587,1533.09,1.828,5,24
dom/media/gmp/GMPDecryptorProxy,1.636,43.906,1.828,5,4
mozilla/dom/SVGFEDistantLightElementBinding,1.334,0.0,0.487,0,0
media/webrtc/trunk/webrtc/common_audio/resampler/include/push_resampler,2.616,725.015,1.828,8,2
netwerk/base/src/nsURLHelper,40.656,21551.739,1.828,32,19
nsprpub/pr/include/prmon,14.395,1549.894,1.828,30,3
nsIRDFXMLSource,1.334,0.0,0.487,0,0
netwerk/sctp/src/netinet/sctp_pcb,5.303,101548.708,1.828,19,24
media/omx-plugin/include/gb/utils/String8,8.824,15074.754,1.828,54,3
gfx/2d/SourceSurfaceCG,4.295,756037.263,1.828,22,11
dom/telephony/ipc/TelephonyIPCSerializer,1.334,0.0,1.828,0,3
mfbt/tests/TestIntegerPrintfMacros,1.334,0.0,1.828,0,1
media/libpng/pngmem,3.569,0.111,1.827,8,7
modules/freetype2/src/cache/ftcsbits,1.753,3923.551,1.828,4,17
nsIScreen,1.334,0.0,0.487,0,0
dom/svg/SVGCircleElement,1.334,0.0,1.828,0,7
media/webrtc/trunk/webrtc/modules/video_coding/main/test/video_source,1.889,5595.614,1.828,5,8
security/nss/lib/freebl/sha256,2.561,0.111,1.827,3,1
d3d10_1,1.334,0.0,0.487,0,0
nsILoadGroup,1.334,0.0,0.487,0,0
nsIApplicationReputation,1.334,0.0,0.487,0,0
intl/icu/source/i18n/tzfmt,1.401,47896.142,1.828,2,52
dom/plugins/ipc/PluginStreamChild,1.661,17.363,1.828,3,6
toolkit/crashreporter/google-breakpad/src/client/windows/crash_generation/client_info,2.875,80193.439,1.828,10,5
python/mozbuild/mozbuild/test/frontend/data/generated-sources/d,1.334,0.0,0.487,0,0
build/stlport/stlport/stl/pointers/_tools,37.054,17285.961,1.827,5,1
widget/windows/winrt/MetroInput,1.796,170310.476,1.828,4,27
gfx/cairo/cairo/src/cairo-image-surface,14.137,351383.291,1.828,49,53
media/webrtc/trunk/tools/gyp/test/rules/src/subdir3/program,1.334,0.0,0.487,0,0
other-licenses/7zstub/src/7zip/Archive/7z/7zCompressionMode,1.4,0.0,1.827,1,6
AccessibleStates,1.334,0.0,0.487,0,0
mozilla/dom/FragmentOrElement,1.334,0.0,0.487,0,0
js/xpconnect/src/XPCForwards,1.418,0.0,1.828,1,0
python/mozbuild/mozbuild/test/backend/data/exports/pprio,1.334,0.0,0.487,0,0
security/manager/ssl/src/nsDataSignatureVerifier,15.964,2133945.778,1.828,146,44
dom/base/DOMRect,2.071,696.446,1.828,5,18
mozilla/css/Loader,1.334,0.0,0.487,0,0
build/stlport/src/monetary,1.334,0.0,1.827,0,3
security/sandbox/win/src/internal_types,5.318,11.061,1.828,18,1
dom/ipc/TabContext,2.61,7939.863,1.828,7,7
accessible/base/ARIAMap,9.457,26604.668,1.828,48,14
CPlusTest/CPlusTest,1.334,0.0,0.487,0,0
gfx/skia/trunk/src/gpu/GrAllocPool,1.785,0.0,1.828,4,5
intl/icu/source/i18n/dtrule,1.598,0.333,1.828,4,8
mozilla/gfx/SharedDIBWin,1.334,0.0,0.487,0,0
media/webrtc/trunk/webrtc/modules/audio_processing/aec/echo_cancellation_unittest,1.334,0.0,1.828,0,7
mozilla/dom/HTMLIFrameElement,1.334,0.0,0.487,0,0
gfx/skia/trunk/src/animator/SkDisplayAdd,1.538,1.519,1.828,3,15
media/webrtc/trunk/webrtc/test/testsupport/fileutils,15.27,2846.808,1.828,102,4
dom/html/HTMLContentElement,1.334,0.0,1.828,0,29
layout/mathml/nsMathMLmspaceFrame,1.422,2552.252,1.828,2,20
media/webrtc/trunk/webrtc/system_wrappers/source/rw_lock_win,1.607,0.0,1.828,1,5
dom/events/EventListenerManager,1.413,442.498,1.828,2,52
js/src/gc/RootMarking,10.366,43610.457,1.828,4,35
gfx/angle/src/libGLESv2/Constants,3.546,0.0,1.827,13,0
intl/icu/source/common/uinvchar,6.587,2076.13,1.828,59,12
media/libvorbis/lib/modes/setup_11,1.813,34.839,1.827,1,7
js/src/jsapi-tests/testUncaughtError,1.334,0.0,1.828,0,5
build/stlport/src/details/fstream_unistd,1.496,60.749,1.827,1,7
dom/media/fmp4/ffmpeg/libav53/include/libavutil/old_pix_fmts,1.334,0.0,0.487,0,0
modules/freetype2/src/base/ftobjs,6.997,239949.941,1.828,58,26
mozilla/dom/DOMRectListBinding,1.334,0.0,0.487,0,0
dom/plugins/ipc/ChildTimer,1.542,7.129,1.828,2,8
security/nss/external_tests/ssl_gtest/tls_parser,1.728,520.035,1.828,2,4
testing/gtest/gtest/include/gtest/gtest-death-test,6.893,1771.53,1.827,2,4
gfx/skia/trunk/include/views/animated/SkBorderView,1.435,0.0,1.827,2,12
mozilla/dom/quota/QuotaCommon,1.334,0.0,0.487,0,0
media/webrtc/trunk/webrtc/modules/audio_processing/aec/echo_cancellation,1.712,30170.083,1.828,3,8
gfx/thebes/gfxMatrix,13.59,45573.758,1.828,77,7
dom/svg/SVGMatrix,1.334,0.0,1.828,0,12
dom/media/webaudio/blink/PeriodicWave,1.564,7848.842,1.828,2,7
xpcom/ds/nsHashPropertyBag,2.546,13210.854,1.828,21,20
netwerk/base/src/nsIncrementalDownload,1.334,0.0,1.828,0,23
mint/mintbind,1.334,0.0,0.487,0,0
intl/uconv/ucvlatin/nsUnicodeToISO88592,1.539,0.072,1.828,2,7
json/writer,1.334,0.0,0.487,0,0
parser/expat/lib/iasciitab,1.735,0.0,1.827,1,0
js/src/ctypes/libffi/src/dlmalloc,1.807,0.0,1.827,1,0
mozilla/dom/MozMobileConnectionArrayBinding,1.334,0.0,0.487,0,0
asm/ioctls,1.334,0.0,0.487,0,0
cfcntl,1.334,0.0,0.487,0,0
mozilla/_ipdltest/PTestDataStructuresSubChild,1.334,0.0,0.487,0,0
media/webrtc/trunk/webrtc/modules/audio_coding/main/test/EncodeDecodeTest,1.449,186.769,1.828,2,22
security/nss/lib/util/base64,3.253,8.302,1.828,22,2
security/nss/lib/pki/pki3hack,2.628,29059.156,1.828,18,51
gfx/src/nsThebesGfxFactory,1.334,0.0,1.828,0,8
dom/media/gmp/gmp-api/gmp-storage,6.038,0.0,1.828,9,1
gfx/angle/src/compiler/translator/UnfoldShortCircuit,1.622,0.0,1.827,2,6
usr/include/malloc,1.334,0.0,0.487,0,0
ipc/chromium/src/base/atomicops_internals_x86_gcc,15.122,61414.02,1.828,16,7
js/src/ctypes/libffi/testsuite/libffi.call/nested_struct9,6.126,10.0,1.827,11,2
libgnomevfs/gnome-vfs-ops,1.334,0.0,0.487,0,0
gfx/skia/trunk/include/core/SkMallocPixelRef,1.92,855.146,1.827,9,9
media/libyuv/include/libyuv/rotate_argb,1.806,7.544,1.828,4,3
mozilla/dom/ContentProcess,1.334,0.0,0.487,0,0
other-licenses/atk-1.0/atk/atkrelationtype,14.159,7994.078,1.827,3,1
mozilla/dom/HTMLTemplateElementBinding,1.334,0.0,0.487,0,0
dom/xslt/base/txOwningArray,1.606,0.0,1.828,2,1
json/reader,1.334,0.0,0.487,0,0
nsIVolumeService,1.334,0.0,0.487,0,0
security/sandbox/win/src/crosscall_client,3.464,574.783,1.828,17,6
widget/qt/nsWindow,2.549,207691.736,1.828,8,48
media/libvorbis/lib/books/coupled/res_books_51,1.613,0.5,1.827,1,1
nsIPrincipal,1.334,0.0,0.487,0,0
gfx/skia/trunk/src/image/SkImage_Raster,1.562,2617.997,1.828,2,23
nsprpub/config/libc_r,1.334,0.0,0.487,0,0
rdf/datasource/nsLocalStore,1.385,382.04,1.828,1,28
gfx/angle/src/libGLESv2/renderer/Workarounds,2.238,0.0,1.827,9,0
media/webrtc/trunk/webrtc/modules/rtp_rtcp/source/rtp_format_video_generic,1.507,0.0,1.828,3,2
security/sandbox/chromium/base/shim/base/third_party/nspr/prtime,6.628,6.539,1.828,41,1
media/libopus/silk/NLSF_del_dec_quant,1.406,0.0,1.827,1,6
mozglue/linker/szip,1.334,0.0,1.828,0,17
dom/svg/SVGStringList,2.621,681.249,1.828,8,10
gfx/skia/trunk/include/core/SkTRegistry,4.348,4892.9,1.828,17,1
security/nss/cmd/sdrtest/sdrtest,1.638,5093.673,1.827,1,22
camera/CameraParameters,1.334,0.0,0.487,0,0
gdk-pixbuf/gdk-pixbuf,1.334,0.0,0.487,0,0
dom/media/eme/MediaEncryptedEvent,1.396,0.0,1.828,1,19
AccessibleTable,1.334,0.0,0.487,0,0
dom/xslt/xpath/txXPathNode,5.496,57002.108,1.828,34,12
mozilla/net/PRtspChannelParent,1.334,0.0,0.487,0,0
build/stlport/stlport/stl/_stlport_version,106.442,0.0,1.827,3,0
media/libvpx/vp8/encoder/encodemb,1.805,55990.401,1.828,8,18
extensions/universalchardet/src/xpcom/nsUniversalCharDetDll,1.528,3.362,1.828,2,1
netwerk/protocol/about/nsAboutProtocolHandler,1.418,67.572,1.828,2,22
gfx/thebes/d3dkmtQueryStatistics,1.402,0.0,1.828,1,0
ipc/unixsocket/ListenSocket,1.414,0.0,1.828,1,15
