node,page_rank,betweenness,closeness,indegree,outdegree
security/nss/lib/pk11wrap/pk11util,2.675,56165.198,1.839,24,27
mozilla/HalScreenConfiguration,1.318,0.0,0.482,0,0
nsPILoadGroupInternal,1.318,0.0,0.482,0,0
dom/audiochannel/AudioChannelService,3.054,75840.162,1.84,24,28
build/stlport/stlport/stl/_cwchar,398.091,2877587.712,1.839,20,7
mozilla/dom/MediaKeys,1.318,0.0,0.482,0,0
media/libstagefright/system/core/libcutils/strdup16to8,1.318,0.0,1.839,0,1
security/nss/lib/freebl/mpi/mpi,74.57,583924.292,1.839,85,13
layout/xul/nsStackFrame,1.383,0.0,1.839,1,18
mozilla/ipc/MessageLink,1.318,0.0,0.482,0,0
toolkit/components/reflect/reflect,1.41,0.0,1.839,1,13
gfx/2d/ScaledFontCairo,1.532,378506.546,1.839,2,8
nsIDataStore,1.318,0.0,0.482,0,0
js/src/jswatchpoint,9.764,430.34,1.839,10,16
toolkit/crashreporter/google-breakpad/src/common/stabs_to_module_unittest,1.318,0.0,1.839,0,9
gfx/skia/trunk/src/animator/SkAnimatorScript2,1.536,297.202,1.839,3,30
toolkit/components/url-classifier/LookupCache,1.57,1462.909,1.84,5,24
dom/media/gmp/GMPDecryptorProxy,1.585,253.428,1.839,5,4
mozilla/dom/SVGFEDistantLightElementBinding,1.318,0.0,0.482,0,0
media/webrtc/trunk/webrtc/common_audio/resampler/include/push_resampler,2.584,647.469,1.839,8,2
netwerk/base/src/nsURLHelper,39.51,20467.353,1.839,32,19
nsprpub/pr/include/prmon,14.277,1677.09,1.839,30,3
nsIRDFXMLSource,1.318,0.0,0.482,0,0
netwerk/sctp/src/netinet/sctp_pcb,5.225,101582.566,1.839,19,24
media/omx-plugin/include/gb/utils/String8,8.391,15786.71,1.839,48,3
gfx/2d/SourceSurfaceCG,4.023,710203.005,1.839,22,11
gfx/skia/trunk/src/gpu/GrPathRange,1.768,42.45,1.839,6,7
mfbt/tests/TestIntegerPrintfMacros,1.318,0.0,1.839,0,1
media/libpng/pngmem,3.503,0.111,1.839,8,7
modules/freetype2/src/cache/ftcsbits,1.732,3788.024,1.839,4,17
nsIScreen,1.318,0.0,0.482,0,0
dom/svg/SVGCircleElement,1.318,0.0,1.839,0,7
media/webrtc/trunk/webrtc/modules/video_coding/main/test/video_source,1.866,5228.768,1.839,5,8
security/nss/lib/freebl/sha256,2.528,0.111,1.839,3,1
d3d10_1,1.318,0.0,0.482,0,0
nsILoadGroup,1.318,0.0,0.482,0,0
nsIApplicationReputation,1.318,0.0,0.482,0,0
intl/icu/source/i18n/tzfmt,1.384,48473.252,1.839,2,52
media/libvpx/vp8/common/arm/dequantize_arm,1.318,0.0,1.839,0,3
toolkit/crashreporter/google-breakpad/src/client/windows/crash_generation/client_info,2.84,81024.298,1.839,10,5
build/stlport/stlport/stl/pointers/_tools,36.318,16838.04,1.839,5,1
widget/windows/winrt/MetroInput,1.772,179010.173,1.839,4,28
