node,page_rank,betweenness,closeness,indegree,outdegree
ipc/chromium/src/base/atomicops_internals_arm64_gcc,1.156,0.0,1.638,0,3
gfx/skia/skia/include/gpu/gl/command_buffer/SkCommandBufferGLContext,1.265,0.0,1.638,1,0
dom/bindings/ErrorIPCUtils,1.156,0.0,1.638,0,3
dom/audiochannel/AudioChannelService,2.691,24227.704,1.638,28,29
nsIScreen,1.156,0.0,0.427,0,0
mozilla/dom/MediaKeys,1.156,0.0,0.427,0,0
security/nss/lib/freebl/mpi/mpi,64.726,647365.902,1.638,85,13
gfx/2d/ScaledFontCairo,1.41,599.473,1.638,2,6
nsIDataStore,1.156,0.0,0.427,0,0
widget/gonk/nativewindow/GonkNativeWindowICS,1.156,0.0,1.638,0,28
media/libjpeg/jctrans,1.645,614.663,1.638,3,13
media/webrtc/trunk/webrtc/common_audio/resampler/include/push_resampler,2.296,82.334,1.638,9,2
ipc/chromium/src/third_party/libevent/test/regress_iocp,1.156,0.0,1.638,0,26
nsIRDFXMLSource,1.156,0.0,0.427,0,0
nsIDOMHTMLHtmlElement,1.156,0.0,0.427,0,0
gfx/2d/SourceSurfaceCG,3.602,21370.35,1.638,16,12
dom/telephony/ipc/TelephonyIPCSerializer,1.156,0.0,1.638,0,3
mfbt/tests/TestIntegerPrintfMacros,1.156,0.0,1.638,0,1
modules/freetype2/src/cache/ftcsbits,1.52,5105.699,1.638,4,17
media/webrtc/trunk/webrtc/modules/video_coding/main/test/video_source,1.286,3421.026,1.638,1,4
security/nss/lib/pkcs7/secmime,1.269,880.348,1.638,4,25
mozilla/gfx/MatrixFwd,1.156,0.0,0.427,0,0
python/mozbuild/mozbuild/test/frontend/data/generated-sources/d,1.156,0.0,0.427,0,0
build/stlport/stlport/stl/pointers/_tools,36.42,19374.081,1.638,5,1
media/webrtc/trunk/tools/gyp/test/rules/src/subdir3/program,1.156,0.0,0.427,0,0
accessible/generic/ARIAGridAccessible,4.927,43019.072,1.638,6,25
AccessibleStates,1.156,0.0,0.427,0,0
js/xpconnect/src/XPCForwards,1.224,0.0,1.638,1,0
python/mozbuild/mozbuild/test/backend/data/exports/pprio,1.156,0.0,0.427,0,0
mozilla/css/Loader,1.156,0.0,0.427,0,0
mozilla/dom/BluetoothMapMessageUpdateEvent,1.156,0.0,0.427,0,0
memory/jemalloc/src/test/unit/prof_gdump,1.156,0.0,1.638,0,1
accessible/base/ARIAMap,6.396,10799.329,1.638,28,11
dom/media/platforms/ffmpeg/ffmpeg57/include/libavcodec/version,1.81,3024.312,1.638,3,2
gfx/skia/skia/src/pipe/SkGPipeWrite,1.382,641.925,1.638,2,37
media/webrtc/trunk/webrtc/test/testsupport/fileutils,11.93,2919.411,1.638,106,6
gfx/skia/skia/src/utils/SkMeshUtils,1.156,0.0,1.638,0,8
media/webrtc/trunk/webrtc/system_wrappers/source/rw_lock_win,1.467,0.0,1.638,1,4
mozilla/dom/GeneratedEventList,1.156,0.0,0.427,0,0
js/src/gc/RootMarking,8.289,33586.607,1.638,4,30
gfx/skia/skia/include/core/SkDither,2.71,14149.479,1.638,11,8
intl/icu/source/common/uinvchar,6.161,9929.221,1.638,62,14
js/src/jsapi-tests/testUncaughtError,1.156,0.0,1.638,0,5
media/webrtc/trunk/webrtc/modules/audio_coding/codecs/isac/fix/source/pitch_estimator_c,1.394,23.0,1.638,1,6
dom/plugins/ipc/ChildTimer,1.333,7.795,1.638,2,8
mozilla/dom/quota/QuotaCommon,1.156,0.0,0.427,0,0
gfx/angle/src/libANGLE/renderer/d3d/d3d9/Renderer9,2.703,33405.504,1.638,14,88
intl/uconv/ucvlatin/8859-16,1.156,0.0,0.427,0,0
media/openmax_dl/dl/sp/src/omxSP_FFTInit_C_FC32,1.156,0.0,1.638,0,5
media/libvpx/vp8/decoder/detokenize,1.371,6512.838,1.638,4,11
xpcom/ds/nsHashPropertyBag,2.473,7952.531,1.638,25,19
X11/Xmd,1.156,0.0,0.427,0,0
gfx/vr/gfxVROculus050,1.207,0.0,1.638,1,20
asm/ioctls,1.156,0.0,0.427,0,0
mozilla/_ipdltest/PTestDataStructuresSubChild,1.156,0.0,0.427,0,0
media/webrtc/trunk/webrtc/modules/audio_coding/main/test/EncodeDecodeTest,1.357,605.7,1.638,3,21
security/nss/lib/util/base64,2.701,55.513,1.638,22,2
toolkit/crashreporter/google-breakpad/src/common/unique_string,11.466,5150.837,1.638,19,3
dom/media/gmp/gmp-api/gmp-storage,8.815,0.0,1.638,9,1
build/stlport/stlport/stddef,1667.672,11743756.615,1.638,329,4
usr/include/malloc,1.156,0.0,0.427,0,0
media/webrtc/trunk/webrtc/p2p/base/relayport,1.529,1723.41,1.638,8,28
js/src/ctypes/libffi/testsuite/libffi.call/nested_struct9,6.208,2300.276,1.638,14,2
sys/videoio,1.156,0.0,0.427,0,0
json/reader,1.156,0.0,0.427,0,0
media/ffvpx/libavcodec/pthread,1.259,23212.2,1.638,2,8
js/xpconnect/src/XPCShellImpl,1.647,8402.993,1.638,1,51
media/libvorbis/lib/books/coupled/res_books_51,1.397,0.5,1.638,1,1
dom/ipc/StructuredCloneData,1.985,39815.72,1.638,11,14
dom/mobileconnection/MobileNetworkInfo,1.156,0.0,1.638,0,12
media/libopus/silk/NLSF_del_dec_quant,1.218,0.0,1.638,1,6
mfbt/tests/TestTuple,1.156,0.0,1.638,0,5
accessible/xpcom/xpcAccessibleTextRange,1.251,908.779,1.638,2,20
media/webrtc/trunk/webrtc/common_audio/signal_processing/copy_set_operations,5.188,4.488,1.638,23,1
extensions/spellcheck/hunspell/glue/mozHunspellDirProvider,1.34,426.56,1.638,2,12
gdk-pixbuf/gdk-pixbuf,1.156,0.0,0.427,0,0
dom/xslt/xpath/txXPathNode,4.921,95443.826,1.638,34,12
mozilla/net/PRtspChannelParent,1.156,0.0,0.427,0,0
build/stlport/stlport/stl/_stlport_version,105.637,0.0,1.638,3,0
media/libvpx/vp8/encoder/encodemb,1.552,13935.986,1.638,8,17
extensions/universalchardet/src/xpcom/nsUniversalCharDetDll,1.324,3.381,1.638,2,1
python/mozbuild/mozbuild/test/backend/data/exports-generated/foo,1.156,0.0,0.427,0,0
dom/bluetooth/common/webapi/BluetoothGattCharacteristic,1.265,5485.742,1.638,1,19
toolkit/components/protobuf/src/google/protobuf/io/gzip_stream,1.183,41.215,1.638,1,3
security/nss/lib/softoken/legacydb/keydbi,1.594,944.788,1.638,5,6
media/webrtc/trunk/webrtc/modules/video_coding/main/source/inter_frame_delay,1.661,0.0,1.638,2,3
modules/zlib/src/crc32,2.792,9202.074,1.638,9,6
media/webrtc/trunk/webrtc/modules/audio_coding/main/test/TwoWayCommunication,1.27,36.703,1.638,2,18
mozilla/dom/SocketCommonBinding,1.156,0.0,0.427,0,0
gfx/skia/skia/include/private/SkMutex,6.423,49962.703,1.638,37,8
media/ffvpx/libavcodec/codec_desc,1.181,15.062,1.638,1,7
modules/freetype2/src/autofit/afpic,1.834,0.924,1.638,7,6
gfx/angle/src/libANGLE/renderer/d3d/d3d11/shaders/compiled/passthroughrg2dui11ps,1.173,0.0,1.638,1,0
nsIVariant,1.156,0.0,0.427,0,0
mozilla/ipc/FileDescriptorUtils,1.156,0.0,0.427,0,0
media/libtheora/lib/arm/armstate,1.156,0.0,1.638,0,1
security/nss/lib/ckfw/capi/staticobj,1.259,0.5,1.638,1,4
gfx/skia/skia/include/effects/SkMagnifierImageFilter,1.21,722.422,1.638,3,15
accessible/xpcom/xpcAccessibleValue,1.712,4.894,1.638,7,5
widget/windows/nsAppShell,1.761,246205.043,1.638,9,33
media/webrtc/trunk/webrtc/modules/audio_coding/codecs/ilbc/lsp_to_lsf,1.425,0.0,1.638,1,2
docshell/base/timeline/TimelineMarkerEnums,6.957,0.0,1.638,27,0
gfx/skia/skia/include/core/SkPreConfig,369.487,1797244.489,1.638,409,1
other-licenses/snappy/src/snappy_unittest,1.335,2258.446,1.638,1,8
build/stlport/stlport/iostream,34.654,87506.951,1.638,11,7
gfx/cairo/cairo/src/cairo-script-surface,1.156,0.0,1.638,0,47
media/sphinxbase/src/libsphinxbase/fe/fe_type,6.832,53989.026,1.638,6,3
nsprpub/pr/include/md/_unixos,1.653,303.5,1.638,2,9
mozilla/_ipdltest/PTestActorPunningPunnedParent,1.156,0.0,0.427,0,0
toolkit/crashreporter/google-breakpad/src/client/windows/unittests/exception_handler_death_test,1.156,0.0,1.638,0,23
gfx/skia/skia/src/effects/Sk1DPathEffect,1.288,439.409,1.638,3,11
mozilla/PWebBrowserPersistDocument,1.156,0.0,0.427,0,0
toolkit/mozapps/update/common/uachelper,3.239,8982.0,1.638,4,2
layout/base/nsIReflowCallback,1.801,0.0,1.638,17,0
mozilla/ipc/SharedMemoryBasic_android,1.156,0.0,0.427,0,0
intl/icu/source/common/ustrfmt,2.084,4.521,1.638,15,7
netwerk/sctp/src/user_ip6_var,1.156,0.0,1.638,0,1
netwerk/dns/nsIDNKitInterface,2.133,4.0,1.638,4,2
js/src/ctypes/libffi/testsuite/libffi.call/cls_20byte,1.156,0.0,1.638,0,3
mozilla/dom/ContentProcess,1.156,0.0,0.427,0,0
media/webrtc/trunk/webrtc/system_wrappers/source/trace_impl,17.993,588990.768,1.638,100,17
media/sphinxbase/src/libsphinxbase/lm/lm3g_templates,1.254,0.5,1.638,2,15
gfx/angle/src/tests/third_party/rapidjson/include/rapidjson/internal/meta,3.409,6873.529,1.638,2,2
gfx/skia/skia/include/utils/SkNinePatch,1.265,2.958,1.638,1,2
toolkit/crashreporter/google-breakpad/src/common/windows/pdb_source_line_writer,5.327,62956.905,1.638,22,7
gfx/skia/skia/src/animator/SkDump,1.717,95.624,1.638,6,16
gfx/layers/apz/test/gtest/APZCBasicTester,1.436,1532.475,1.638,4,8
mozilla/Services,1.156,0.0,0.427,0,0
modules/freetype2/include/ftbdf,1.392,0.519,1.638,4,4
media/libvpx/vp8/common/x86/vp8_asm_stubs,1.156,0.0,1.638,0,5
dom/media/platforms/ffmpeg/libav54/include/libavutil/audioconvert,1.156,0.0,1.638,0,2
media/libtremor/lib/tremor_info,1.156,0.0,1.638,0,15
