bug_id,review_iterations,comment_times,comment_words,reviewer_cnt,reviewer_comment_rate,non_author_voters,neg_review_rate,response_delay,review_duration,feedback_count,neg_feedbacks,feedback_delay,review_status
1197534,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.08,3.08,0.0,0.0,-1.0,+
1126562,1.0,0.0,0.0,1.0,0.0,1.0,0.0,136.31,136.31,0.0,0.0,-1.0,+
1080904,1.0,0.0,0.0,1.0,1.0,1.0,0.0,15.13,15.13,0.0,0.0,-1.0,+
1080909,1.0,0.0,0.0,1.0,1.0,1.0,0.0,254.49,254.49,0.0,0.0,-1.0,+
1246680,1.0,0.0,0.0,1.0,1.0,1.0,0.0,23.58,23.58,0.0,0.0,-1.0,+
1271609,1.0,3.0,29.0,1.0,0.0,1.0,0.0,1.12,1.12,0.0,0.0,-1.0,+
1159378,1.0,0.0,0.0,1.0,0.25,1.0,0.0,37.33,37.33,0.0,0.0,-1.0,+
1134667,1.0,0.5,4.5,1.0,0.0,1.0,0.0,0.37,0.37,0.0,0.0,-1.0,+
1266077,1.0,1.0,9.0,1.0,0.0,1.0,0.0,53.73,53.73,0.0,0.0,-1.0,+
1227810,1.0,1.0,7.0,1.0,0.0,1.0,0.0,3.66,3.66,0.0,0.0,-1.0,+
1227813,1.0,0.5,1.5,1.0,0.0,1.0,0.0,0.29,0.29,0.0,0.0,-1.0,+
1165184,1.0,0.0,0.0,1.0,0.0,1.0,0.0,53.19,53.19,0.0,0.0,-1.0,+
1073113,1.0,4.0,12.0,1.0,0.0,1.0,0.0,24.32,24.32,0.0,0.0,-1.0,+
1174204,1.0,1.0,18.0,1.0,0.0,0.5,0.0,0.18,0.18,0.0,0.0,-1.0,+
1073117,0.69,0.0,0.0,0.69,0.0,0.69,0.0,46.18,46.18,0.12,0.0,167.6,?
1219820,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.26,1.26,0.0,0.0,-1.0,+
1219821,1.0,3.0,25.0,1.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,-1.0,+
1074832,1.0,2.0,17.0,1.0,0.0,0.33,0.0,3.28,3.28,0.0,0.0,-1.0,+
1074833,1.0,2.0,46.0,1.0,0.0,1.0,0.0,18.62,18.62,0.0,0.0,-1.0,+
1074836,1.0,0.62,17.25,1.0,0.38,0.62,0.0,16.19,16.19,0.0,0.0,-1.0,+
1125030,0.75,5.75,98.0,0.75,0.0,0.75,0.0,6.37,6.37,0.25,0.0,0.28,?
1169241,1.0,0.5,3.0,1.0,0.0,1.0,0.0,34.9,34.9,0.0,0.0,-1.0,+
1132501,0.75,18.75,377.5,0.75,0.0,0.75,0.0,5.54,5.54,0.25,0.0,-0.41,?
1132502,1.0,4.5,49.5,1.0,0.0,1.0,0.0,13.52,13.52,0.0,0.0,-1.0,+
1165458,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.1,5.1,0.0,0.0,-1.0,+
1165456,1.0,1.75,13.88,1.0,0.0,1.0,0.0,76.72,76.72,0.0,0.0,-1.0,+
1135047,2.0,2.0,19.5,2.0,0.0,2.0,0.0,8.57,2.93,0.0,0.0,-1.0,+
1220895,1.0,4.0,103.5,1.0,0.0,0.5,0.0,23.96,23.96,0.0,0.0,-1.0,+
1135040,1.0,3.0,36.0,1.0,0.0,1.0,0.0,3.1,3.1,0.0,0.0,-1.0,+
1220897,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.62,4.62,0.0,0.0,-1.0,+
1135042,0.83,4.0,34.83,0.83,0.0,0.83,-0.17,3.25,3.25,0.17,0.0,-0.57,+
1272647,1.5,1.0,18.0,1.5,0.0,1.5,0.25,56.64,60.63,0.0,0.0,-1.0,?
1275614,0.5,7.0,98.0,0.5,0.0,0.5,-0.5,0.43,0.43,0.5,0.0,14.1,+
1109888,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.7,0.7,0.0,0.0,-1.0,+
1109889,1.0,0.17,2.33,1.0,0.0,0.17,0.0,0.05,0.05,0.0,0.0,-1.0,+
1109886,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.01,0.0,0.0,-1.0,+
1104875,1.0,1.0,1.0,1.0,0.0,0.5,0.5,55.16,55.16,0.0,0.0,-1.0,?
1109884,1.0,0.0,0.0,1.0,1.0,1.0,0.0,13.14,13.14,0.0,0.0,-1.0,+
1109883,1.0,0.0,0.0,1.0,1.0,1.0,0.0,85.7,85.7,0.0,0.0,-1.0,+
1272649,1.0,1.0,12.0,1.0,0.0,1.0,0.0,51.38,51.38,0.0,0.0,-1.0,+
1262368,1.0,2.0,13.5,1.0,0.0,0.5,0.0,14.63,14.63,0.0,0.0,-1.0,+
1179242,1.0,2.0,86.0,1.0,0.0,1.0,0.0,24.2,24.2,0.0,0.0,-1.0,+
1262361,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.85,4.85,0.0,0.0,-1.0,+
1179249,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.34,4.34,0.0,0.0,-1.0,+
1175556,1.0,9.0,51.0,1.0,0.0,1.0,0.0,52.2,52.2,0.0,0.0,-1.0,+
1233191,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.37,0.37,0.0,0.0,-1.0,+
1256065,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.11,0.11,0.0,0.0,-1.0,+
1222943,1.0,2.5,58.25,1.0,0.0,0.75,0.25,4.3,4.3,0.0,0.0,-1.0,?
1287310,1.0,1.0,15.0,1.0,0.0,1.0,0.0,0.52,0.52,0.0,0.0,-1.0,+
1259911,1.0,1.0,7.0,1.0,0.0,1.0,0.0,39.43,39.43,0.0,0.0,-1.0,+
1229577,1.0,0.0,0.0,1.0,1.0,1.0,0.0,18.56,18.56,0.0,0.0,-1.0,+
1176112,1.0,5.0,74.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.36,+
1131749,1.0,2.5,10.5,1.0,0.0,1.0,0.0,37.17,37.17,0.0,0.0,-1.0,+
1229579,1.0,2.0,6.0,1.0,0.0,1.0,0.0,0.07,0.07,0.0,0.0,-1.0,+
1187386,1.0,0.0,0.0,1.0,0.0,1.0,0.0,45.5,45.5,0.0,0.0,-1.0,+
1187385,1.0,0.0,0.0,1.0,0.0,0.83,0.33,14.4,14.4,0.17,0.17,0.61,?
1136533,1.0,0.0,0.0,1.0,0.0,1.0,0.0,65.64,65.64,0.0,0.0,-1.0,+
1268044,1.0,1.0,5.0,1.0,0.0,1.0,0.0,4.53,4.53,0.0,0.0,-1.0,+
1274567,1.0,0.0,0.0,1.0,0.0,1.0,0.25,1.44,1.44,0.0,0.0,-1.0,?
1222496,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,+
1222495,1.0,0.0,0.0,1.0,1.0,1.0,0.0,13.91,13.91,0.0,0.0,-1.0,+
1222499,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.41,3.41,0.0,0.0,-1.0,+
1244982,1.0,1.0,8.0,1.0,0.0,1.0,0.0,1.3,1.3,0.0,0.0,-1.0,+
1129834,1.0,6.33,164.0,1.0,0.0,1.0,0.67,16.32,16.32,0.33,0.33,1.4,?
1048615,1.0,1.33,24.33,1.0,0.33,0.67,0.0,41.65,41.65,0.0,0.0,-1.0,+
1126820,1.0,2.0,54.0,1.0,0.0,1.0,0.0,9.92,9.92,0.0,0.0,-1.0,+
1263090,1.0,1.0,8.5,1.0,0.0,1.0,0.0,5.12,5.12,0.0,0.0,-1.0,+
1234147,1.0,1.5,9.5,1.0,0.0,0.5,0.0,0.13,0.13,0.0,0.0,-1.0,+
1260218,1.0,7.0,83.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,-1.0,+
1138590,0.5,7.0,115.0,0.5,0.0,0.5,-0.5,1.48,1.48,0.5,0.0,1.08,+
1048618,1.0,17.0,122.0,1.0,0.0,1.0,0.0,1.35,1.35,0.0,0.0,-1.0,+
1144397,1.0,0.0,0.0,1.0,1.0,1.0,0.0,237.73,237.73,0.0,0.0,-1.0,+
1144392,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.36,0.36,0.0,0.0,-1.0,+
1042479,1.0,1.0,1.0,1.0,0.0,1.0,0.0,22.81,22.81,0.0,0.0,-1.0,+
1144398,1.0,2.0,74.0,1.0,0.0,1.0,0.0,27.74,27.74,0.0,0.0,-1.0,+
1118430,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.52,0.52,0.0,0.0,-1.0,+
1118432,1.0,2.0,22.0,1.0,0.0,1.0,0.0,7.94,7.94,0.0,0.0,-1.0,+
1140890,1.0,4.0,48.5,1.0,0.0,0.5,0.0,0.54,0.54,0.0,0.0,-1.0,+
1072932,1.0,1.0,7.0,1.0,0.0,1.0,0.0,1.38,1.38,0.0,0.0,-1.0,+
1105088,1.0,2.0,11.0,1.0,0.0,1.0,0.0,352.2,352.2,0.0,0.0,-1.0,+
1105089,1.0,4.0,26.0,1.0,0.0,1.0,0.0,0.71,0.71,0.0,0.0,-1.0,+
1279618,1.0,1.0,11.0,1.0,0.0,1.0,0.0,61.13,61.13,0.0,0.0,-1.0,+
1279611,1.0,0.0,0.0,1.0,1.0,1.0,0.0,162.74,162.74,0.0,0.0,-1.0,+
1279614,2.0,8.0,96.0,2.0,0.0,2.0,0.0,54.43,146.85,0.0,0.0,-1.0,+
1279617,1.0,2.0,8.0,1.0,0.0,1.0,0.0,162.06,162.06,0.0,0.0,-1.0,+
1157941,1.0,0.0,0.0,1.0,0.0,1.0,0.0,49.16,49.16,0.0,0.0,-1.0,+
1222235,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.07,0.07,0.0,0.0,-1.0,+
1157944,1.0,1.0,84.5,1.0,0.0,1.0,0.5,0.58,0.58,0.0,0.0,-1.0,?
1157946,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.23,0.23,0.0,0.0,-1.0,+
1149626,1.0,2.0,29.0,1.0,0.0,1.0,0.0,0.36,0.36,0.0,0.0,-1.0,+
1106669,1.0,2.5,14.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,+
1100562,1.0,6.0,64.0,1.0,0.0,1.0,0.0,945.7,945.7,0.0,0.0,-1.0,+
1063889,1.0,0.0,0.0,1.0,1.0,1.0,0.0,57.2,57.2,0.0,0.0,-1.0,+
1063880,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.73,6.73,0.0,0.0,-1.0,+
1063883,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.78,1.78,0.0,0.0,-1.0,+
1219004,1.0,0.0,0.0,1.0,1.0,1.0,0.0,15.55,15.55,0.0,0.0,-1.0,+
1275939,1.0,0.67,3.0,1.0,0.0,0.33,0.0,0.7,0.7,0.0,0.0,-1.0,+
1182865,1.0,1.0,1.0,1.0,0.0,1.0,0.0,96.22,96.22,0.0,0.0,-1.0,+
1043706,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06,0.06,0.0,0.0,-1.0,+
1182866,1.0,2.0,13.0,1.0,0.0,1.0,0.0,66.13,66.13,0.0,0.0,-1.0,?
1043701,1.0,7.0,37.5,1.0,0.0,1.0,0.0,133.26,133.26,0.0,0.0,-1.0,+
1144005,1.0,2.5,14.0,1.0,0.0,0.5,0.0,14.97,14.97,0.0,0.0,-1.0,+
1186528,1.0,0.0,0.0,1.0,1.0,1.0,0.0,15.84,15.84,0.0,0.0,-1.0,+
1256576,1.0,1.0,3.0,1.0,0.0,1.0,0.0,5.01,5.01,0.0,0.0,-1.0,+
1098145,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.11,0.11,0.0,0.0,-1.0,+
1177790,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.19,0.19,0.0,0.0,-1.0,+
1226801,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.33,0.33,0.0,0.0,-1.0,+
1119472,1.0,0.5,3.5,1.0,0.0,0.5,0.0,10.19,10.19,0.0,0.0,-1.0,+
1119475,1.0,0.62,16.25,1.0,0.0,1.0,0.0,90.01,90.01,0.0,0.0,-1.0,+
1147156,1.0,0.33,0.67,1.0,0.33,1.0,0.0,62.36,62.36,0.0,0.0,-1.0,+
1249167,1.0,0.0,0.0,1.0,1.0,1.0,0.0,21.32,21.32,1.0,0.0,1.52,+
1147153,0.67,5.33,55.0,0.67,0.0,0.33,-0.33,1.22,1.22,0.67,0.33,2.04,?
1108917,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.35,1.35,0.0,0.0,-1.0,+
1108916,1.0,1.0,12.0,1.0,0.0,1.0,0.0,37.93,37.93,0.0,0.0,-1.0,+
1214200,1.0,0.0,0.0,1.0,1.0,1.0,0.0,20.1,20.1,0.0,0.0,-1.0,+
1094827,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.43,3.43,0.0,0.0,-1.0,+
1103032,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.53,7.53,0.0,0.0,-1.0,+
1094821,0.62,4.62,76.0,0.62,0.0,0.23,-0.38,8.86,8.86,0.54,0.15,10.63,?
1146827,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,-1.0,+
1103036,0.9,2.4,45.2,0.9,0.0,0.7,-0.1,61.24,61.24,0.2,0.0,45.07,+
1210182,0.67,2.0,63.33,0.67,0.0,0.33,-0.33,0.18,0.18,0.33,0.33,12.68,?
1101769,1.0,0.0,0.0,1.0,1.0,1.0,0.0,21.87,21.87,0.0,0.0,-1.0,+
1210189,1.0,0.0,0.0,1.0,1.0,1.0,0.0,25.26,25.26,0.0,0.0,-1.0,+
1288817,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,22.0,0.0,0.0,-1.0,+
1066934,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9.46,9.46,0.0,0.0,-1.0,?
1066935,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.02,3.02,0.0,0.0,-1.0,+
1253617,1.0,1.0,81.0,1.0,0.0,1.0,0.0,0.82,0.82,0.0,0.0,-1.0,+
1136291,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.61,6.61,0.0,0.0,-1.0,+
1136292,1.0,0.0,0.0,1.0,1.0,1.0,0.0,41.87,41.87,0.0,0.0,-1.0,+
1074485,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.28,0.28,0.0,0.0,-1.0,+
1190316,1.0,0.0,0.0,1.0,1.0,1.0,0.0,14.88,14.88,0.0,0.0,-1.0,+
1170226,1.0,1.0,77.0,1.0,0.0,1.0,0.0,5.08,5.08,0.0,0.0,-1.0,+
1195209,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3,0.3,0.0,0.0,-1.0,+
1070308,1.0,1.67,19.0,1.0,0.0,1.0,0.0,38.29,38.29,0.0,0.0,-1.0,+
1211580,1.0,0.0,0.0,1.0,1.0,1.0,0.0,15.6,15.6,0.0,0.0,-1.0,+
1073652,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.54,6.54,0.0,0.0,-1.0,+
1073656,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17.96,17.96,0.0,0.0,-1.0,+
1162243,1.0,0.0,0.0,1.0,1.0,1.0,0.0,24.19,24.19,0.0,0.0,-1.0,+
1210232,1.0,7.5,26.0,1.0,0.0,0.5,0.0,0.72,0.72,0.0,0.0,-1.0,+
1191042,1.0,0.17,2.0,1.0,0.0,1.0,0.0,8.66,8.66,0.0,0.0,-1.0,+
1191040,1.0,5.0,23.0,1.0,0.0,1.0,0.0,0.09,0.09,0.0,0.0,-1.0,+
1204585,1.0,2.0,6.0,1.0,0.0,1.0,0.0,6.63,6.63,0.0,0.0,-1.0,+
1204584,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.75,20.75,0.0,0.0,-1.0,+
1204581,1.0,3.5,15.0,1.0,0.0,1.0,0.0,117.11,117.11,0.0,0.0,-1.0,+
1204580,1.0,0.0,0.0,1.0,0.67,0.67,0.0,28.21,28.21,0.0,0.0,-1.0,+
1107645,1.0,3.5,7.5,1.0,0.0,1.0,0.0,0.05,0.05,0.0,0.0,-1.0,+
1180166,1.0,0.0,0.0,1.0,1.0,1.0,0.0,53.74,53.74,0.0,0.0,-1.0,+
1254390,1.25,1.5,11.5,1.0,0.0,0.5,-0.25,46.81,40.63,0.25,0.0,81.16,+
1254393,1.0,3.0,29.0,1.0,0.0,1.0,0.0,16.07,16.07,0.0,0.0,-1.0,+
1254392,0.5,7.0,160.5,0.5,0.0,0.25,-0.5,6.09,6.09,1.0,0.0,6.85,+
1174205,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.21,3.21,0.0,0.0,-1.0,+
1158658,1.0,17.0,183.0,1.0,0.0,1.0,1.0,75.68,75.68,0.0,0.0,-1.0,?
1158651,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.81,7.81,0.0,0.0,-1.0,+
1282141,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.21,0.21,0.0,0.0,-1.0,+
1059749,1.0,1.33,6.0,1.0,0.0,0.33,0.0,0.74,0.74,0.0,0.0,-1.0,+
1105867,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.79,0.79,0.0,0.0,-1.0,+
1293551,0.67,4.33,30.0,0.67,0.0,0.67,-0.33,5.18,5.18,0.33,0.0,1.85,+
1092287,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.12,0.12,0.0,0.0,-1.0,+
1180290,1.0,3.17,27.67,1.0,0.0,1.0,0.0,8.28,8.28,0.0,0.0,-1.0,+
1058297,1.0,4.0,42.0,1.0,0.0,1.0,0.0,24.44,24.44,0.0,0.0,-1.0,+
1255823,1.0,0.5,9.5,1.0,0.0,0.5,0.0,164.02,164.02,0.0,0.0,-1.0,+
1091953,1.0,1.0,30.0,1.0,0.0,1.0,0.0,6.23,6.23,0.0,0.0,-1.0,+
1180299,1.0,14.0,282.0,1.0,0.0,1.0,0.0,92.03,92.03,0.0,0.0,-1.0,+
1091959,1.0,3.0,25.0,1.0,0.0,1.0,0.0,67.89,67.89,0.0,0.0,-1.0,+
1093883,1.0,4.0,114.0,1.0,0.0,1.0,0.0,9.01,9.01,0.0,0.0,-1.0,+
1093880,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.16,26.16,0.0,0.0,-1.0,+
1143706,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.62,0.62,0.0,0.0,-1.0,+
1143704,0.93,0.67,9.0,0.93,0.0,0.93,-0.07,32.15,32.15,0.2,0.0,-0.79,+
1155455,1.0,3.0,39.0,1.0,0.0,1.0,0.0,0.77,0.77,0.0,0.0,-1.0,+
1097507,0.5,18.5,255.5,0.5,0.0,0.5,-0.5,32.64,32.64,0.5,0.0,0.66,+
1097506,1.0,2.0,29.0,1.0,0.0,1.0,0.0,0.77,0.77,0.0,0.0,-1.0,+
1213742,2.0,2.0,14.0,2.0,0.0,1.0,0.0,4.93,0.0,0.0,0.0,-1.0,?
1269915,1.0,0.5,7.0,1.0,0.0,1.0,0.0,0.17,0.17,0.0,0.0,-1.0,+
1213747,2.0,2.0,17.0,2.0,0.0,1.0,0.0,88.03,111.46,0.0,0.0,-1.0,?
1216177,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.04,0.04,0.0,0.0,-1.0,+
1291988,2.0,8.0,68.0,2.0,0.0,2.0,0.0,2.35,13.62,0.0,0.0,-1.0,+
1291986,1.0,1.0,2.0,1.0,0.0,1.0,0.0,113.23,113.23,0.0,0.0,-1.0,+
1236754,1.0,1.5,17.5,1.0,0.0,1.0,0.0,9.16,9.16,0.0,0.0,-1.0,+
1290056,1.0,1.25,18.0,1.0,0.0,0.5,0.0,4.46,4.46,0.0,0.0,-1.0,+
1272332,1.0,0.25,4.75,1.0,0.0,1.0,0.25,22.0,22.0,0.0,0.0,-1.0,?
1287456,1.0,0.0,0.0,1.0,0.0,1.0,0.0,23.1,23.1,0.0,0.0,-1.0,+
1255934,1.0,2.0,53.0,1.0,0.0,1.0,0.0,61.29,61.29,0.0,0.0,-1.0,+
1162530,1.0,1.33,15.67,1.0,0.0,0.67,0.0,41.89,41.89,0.33,0.0,0.8,+
1167721,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,-1.0,+
1167720,1.0,0.0,0.0,1.0,1.0,1.0,0.0,15.54,15.54,0.0,0.0,-1.0,+
1063414,1.0,1.0,10.67,1.0,0.0,1.0,0.0,267.02,267.02,0.0,0.0,-1.0,+
1196062,1.0,0.0,0.0,1.0,1.0,1.0,0.0,13.93,13.93,0.0,0.0,-1.0,+
1067042,1.0,7.5,117.5,1.0,0.0,1.0,0.5,27.18,27.18,0.0,0.0,-1.0,?
1196065,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.36,2.36,0.0,0.0,-1.0,+
1196066,1.0,0.0,0.0,1.0,1.0,1.0,0.0,40.25,40.25,0.0,0.0,-1.0,+
1088660,1.0,0.8,12.33,1.0,0.07,0.73,0.0,1.83,1.83,0.0,0.0,-1.0,+
1190526,1.0,0.0,0.0,1.0,1.0,1.0,0.0,94.8,94.8,0.0,0.0,-1.0,+
1152106,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.09,0.09,0.0,0.0,-1.0,+
1152104,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.14,3.14,0.0,0.0,-1.0,+
1152109,1.0,0.0,0.0,1.0,1.0,1.0,0.0,14.09,14.09,0.0,0.0,-1.0,+
1049484,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.82,4.82,0.0,0.0,-1.0,+
1248185,1.0,0.0,0.0,1.0,1.0,1.0,0.0,39.34,39.34,0.0,0.0,-1.0,+
1120753,1.33,1.33,4.0,1.33,0.17,1.0,0.0,1.12,1.19,0.0,0.0,-1.0,+
1049488,3.0,0.0,0.0,3.0,0.67,3.0,0.0,431.94,428.77,0.0,0.0,-1.0,+
1091229,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.5,3.5,0.0,0.0,-1.0,+
1286506,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.41,6.41,0.0,0.0,-1.0,+
1103859,1.0,1.0,1.0,1.0,0.0,1.0,0.0,442.2,442.2,0.0,0.0,-1.0,+
1099032,1.0,0.0,0.0,1.0,1.0,1.0,0.0,79.62,79.62,0.0,0.0,-1.0,+
1115379,0.5,3.0,15.0,0.5,0.0,0.5,-0.5,23.81,23.81,0.5,0.0,191.48,+
1115375,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.43,6.43,0.0,0.0,-1.0,+
1115374,1.0,1.0,7.5,1.0,0.0,0.5,0.0,0.57,0.57,0.5,0.0,-0.38,+
1153477,1.0,3.0,20.5,1.0,0.0,1.0,0.0,12.64,12.64,0.5,0.0,11.54,+
1286509,0.5,1.25,7.75,0.5,0.0,0.25,-0.5,0.36,0.36,0.25,0.0,10.29,+
1212693,1.0,0.0,0.0,1.0,0.0,1.0,0.0,14.57,14.57,0.0,0.0,-1.0,+
1202320,1.0,1.0,22.0,1.0,0.0,1.0,0.0,1.11,1.11,0.0,0.0,-1.0,+
1201660,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.09,2.09,0.0,0.0,-1.0,+
1089049,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.93,1.93,0.0,0.0,-1.0,+
1201664,1.0,1.0,51.0,1.0,0.0,1.0,0.0,18.31,18.31,0.0,0.0,-1.0,+
1089045,1.0,25.25,257.0,1.0,0.0,1.0,0.25,1076.99,1076.99,0.0,0.0,-1.0,?
1089046,1.0,0.0,0.0,1.0,0.0,1.0,0.0,349.63,349.63,0.0,0.0,-1.0,+
1089040,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.05,0.05,0.0,0.0,-1.0,+
1169611,1.0,2.0,4.0,1.0,0.0,1.0,0.0,6.22,6.22,0.0,0.0,-1.0,+
1169613,1.0,1.0,12.75,1.0,0.25,0.75,0.0,11.89,11.89,0.0,0.0,-1.0,+
1067911,1.0,0.0,0.0,1.0,1.0,1.0,0.0,10.37,10.37,0.0,0.0,-1.0,+
1249798,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.92,2.92,0.0,0.0,-1.0,+
1068725,1.0,0.75,20.5,1.0,0.0,1.0,0.0,0.69,0.69,0.0,0.0,-1.0,+
1160971,0.67,17.58,172.08,0.67,0.0,0.67,-0.33,57.6,57.6,0.33,0.0,29.5,+
1248974,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17.74,17.74,0.0,0.0,-1.0,+
1192769,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.06,0.06,0.0,0.0,-1.0,+
1237146,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.83,0.83,0.0,0.0,-1.0,+
1237141,1.0,0.0,0.0,1.0,1.0,1.0,0.0,38.45,38.45,0.0,0.0,-1.0,+
1237140,1.0,0.33,1.33,1.0,0.67,1.0,0.17,15.78,15.78,0.0,0.0,-1.0,?
1161372,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.03,0.03,0.0,0.0,-1.0,+
1228952,1.0,0.0,0.0,1.0,0.0,1.0,0.0,90.44,90.44,0.0,0.0,-1.0,+
1197734,1.0,0.0,0.0,1.0,1.0,1.0,0.0,10.79,10.79,0.0,0.0,-1.0,+
1225233,1.0,0.0,0.0,1.0,1.0,1.0,0.0,14.59,14.59,0.0,0.0,-1.0,+
1239479,1.0,2.0,49.0,1.0,0.0,1.0,0.0,0.64,0.64,0.0,0.0,-1.0,+
1203748,0.0,4.0,58.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,13.39,+
1227727,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.06,0.06,0.0,0.0,-1.0,+
1203744,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,-1.0,+
1194422,1.0,13.0,198.33,1.0,0.0,0.33,0.0,32.45,32.45,0.0,0.0,-1.0,+
1194426,1.0,0.0,0.0,1.0,1.0,1.0,0.0,97.87,97.87,0.0,0.0,-1.0,+
1194424,1.0,3.15,49.92,1.0,0.0,0.54,0.0,33.89,33.89,0.0,0.0,-1.0,+
1209471,1.0,0.0,0.0,1.0,1.0,1.0,0.0,72.11,72.11,0.0,0.0,-1.0,+
1122445,0.83,2.5,13.5,0.83,0.0,0.67,0.0,0.06,0.06,0.33,0.0,6.84,?
1256559,0.67,3.0,41.0,0.67,0.33,0.67,0.0,2.74,2.74,0.33,0.0,5.69,?
1122446,0.67,7.0,120.33,0.67,0.0,0.67,-0.33,7.08,7.08,0.0,0.0,-1.0,+
1285768,1.0,1.0,18.5,1.0,0.0,1.0,0.0,23.39,23.39,0.5,0.0,10.28,+
1288696,1.0,1.0,2.0,1.0,0.0,1.0,0.0,4.99,4.99,0.0,0.0,-1.0,+
1180350,1.0,0.0,0.0,1.0,1.0,1.0,0.0,29.85,29.85,0.0,0.0,-1.0,+
1121935,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,+
1082745,0.5,2.5,16.0,0.5,0.0,0.5,-0.5,8.73,8.73,0.0,0.0,-1.0,+
1236364,0.5,5.0,52.5,0.5,0.0,0.5,-0.5,30.77,30.77,0.0,0.0,-1.0,+
1050376,0.93,0.93,6.6,0.93,0.0,0.6,0.4,29.5,29.5,0.13,0.0,6.81,?
1256555,1.0,1.0,8.0,1.0,0.0,1.0,0.0,7.74,7.74,0.0,0.0,-1.0,+
1174046,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.02,0.02,0.0,0.0,-1.0,+
1168566,1.0,3.5,72.5,1.0,0.0,0.5,0.0,32.09,32.09,0.0,0.0,-1.0,+
