bug_id,max_pos,min_neg,overall,owner_pos,owner_neg,manager_pos,manager_neg
1077652,3,-4,3,2,-2,0,0
1079164,3,-1,3,1,-1,0,0
1077796,3,-1,3,3,-1,0,0
1077790,3,-4,10,2,-2,0,0
1080878,3,-4,-2,1,-1,1,-4
1078327,3,-3,-3,0,0,0,0
1079367,2,-3,-5,0,0,0,0
1081280,1,-1,0,1,-1,0,0
1079362,2,-2,2,0,0,0,0
1079361,3,-4,5,0,0,0,0
1081467,2,-3,-1,0,0,0,0
1079935,1,-2,-1,0,0,0,0
1082002,3,-2,3,0,0,1,-1
1081277,3,-4,-1,0,0,0,0
1081274,3,-3,0,3,-3,0,0
1079489,3,-2,6,1,-1,0,0
1081272,1,-2,-4,0,0,0,0
1077159,2,-2,0,2,-2,0,0
1079484,2,-2,0,2,-2,1,-1
1084505,3,-2,1,1,-1,3,-2
1084504,3,-2,3,0,0,0,0
1085193,3,-2,1,2,-2,0,0
1084502,3,-3,0,0,0,0,0
1084501,2,-3,1,1,-1,2,-1
1084500,3,-2,-1,0,0,0,0
1084509,3,-2,2,1,-1,0,0
1085051,2,-1,1,0,0,0,0
1085622,3,-3,2,3,-2,0,0
1087478,2,-3,1,0,0,0,0
1082483,1,-1,0,1,-1,0,0
1082486,2,-2,0,0,0,0,0
1085355,2,-2,-1,1,-1,0,0
1087477,1,-1,0,0,0,0,0
1084570,1,-2,-1,0,0,0,0
1087674,4,-4,-8,3,-4,2,-3
1085512,2,-3,-1,0,0,0,0
1084578,2,-2,2,0,0,0,0
1083990,3,-3,-7,2,-2,1,-2
1085223,2,-2,-1,1,-2,0,0
1087492,2,-4,-6,0,0,0,0
1083996,2,-3,-3,0,0,0,0
1083447,2,-2,0,0,0,0,0
1087498,2,-1,2,0,0,0,0
1085050,3,-3,-9,0,0,1,-1
1082130,2,-3,-3,2,-3,0,0
1082133,3,-3,-2,3,-3,0,0
1082428,1,-2,-5,1,-1,0,0
1087145,3,-4,-6,2,-3,0,0
1083848,3,-3,5,3,-2,0,0
1087114,3,-4,-3,0,0,0,0
1083533,1,-1,0,1,-1,0,0
1083530,2,-2,-2,0,0,0,0
1085298,2,-4,-7,0,0,0,0
1083536,3,-2,1,3,-1,0,0
1082827,2,-2,1,0,0,2,-1
1083539,3,-3,4,0,0,0,0
1085297,1,-1,0,0,0,0,0
1085291,3,-3,-6,2,-3,0,0
1083922,3,-4,-1,2,-3,2,-2
1085293,3,-4,2,3,-4,0,0
1083210,3,-2,1,1,-1,0,0
1083211,2,-3,0,2,-3,0,0
1083216,2,-2,0,0,0,0,0
1083215,2,-1,1,2,-1,0,0
1083662,1,-1,0,0,0,0,0
1083748,2,-2,1,0,0,0,0
1084280,4,-4,0,2,-2,0,0
1082346,3,-3,10,3,-2,0,0
1083694,3,-4,-5,1,-1,0,0
1087088,2,-3,-6,2,-3,0,0
1084114,3,-3,0,0,0,0,0
1084118,3,-2,109,3,-1,0,0
1082692,1,-1,0,0,0,0,0
1085329,1,-1,0,1,-1,0,0
1083325,3,-3,-8,3,-3,0,0
1083285,2,-2,-3,1,-2,1,-1
1083281,3,-3,5,3,-3,0,0
1083067,3,-4,-4,3,-2,0,0
1083060,2,-3,-1,2,-3,0,0
1083104,2,-2,-1,0,0,0,0
1087330,2,-2,4,2,-2,0,0
1083269,3,-3,2,2,-2,0,0
1083913,3,-3,-4,3,-2,1,-2
1082910,2,-4,-6,2,-3,1,-1
1084609,3,-3,2,0,0,0,0
1087473,2,-1,1,0,0,0,0
1084606,3,-4,-9,2,-2,1,-4
1084421,2,-1,2,0,0,0,0
1082761,2,-2,0,0,0,0,0
1085497,2,-2,0,0,0,0,0
1085127,2,-3,-1,0,0,0,0
1086883,2,-1,2,0,0,0,0
1087634,1,-3,-2,0,0,0,0
1087207,1,-2,-1,0,0,0,0
1084302,2,-2,0,2,-2,0,0
1082963,2,-3,1,0,0,0,0
1082141,2,-4,-8,0,0,0,0
1087117,2,-3,5,1,-3,0,0
1087112,3,-3,7,0,0,0,0
1087685,1,-1,0,1,-1,0,0
1087293,2,-3,-1,2,-3,0,0
1086349,3,-4,2,3,-4,0,0
1085464,3,-2,2,1,-2,0,0
1087541,3,-3,5,3,-3,0,0
1083701,1,-1,0,0,0,0,0
1087496,2,-2,1,2,-2,0,0
1083498,3,-2,1,3,-1,0,0
1083499,3,-2,3,0,0,0,0
1082142,3,-4,0,0,0,0,0
1082145,4,-4,-1,0,0,0,0
1082261,1,-1,0,1,-1,0,0
1082265,1,-2,-1,1,-2,0,0
1083793,2,-4,-11,2,-3,0,0
1084019,2,-2,1,2,-1,0,0
1082545,3,-5,-6,3,-5,2,-2
1082547,2,-1,1,0,0,0,0
1085266,2,-3,-22,0,0,1,-2
1083406,2,-3,-2,2,-1,0,0
1083814,1,-1,0,0,0,0,0
1083361,3,-4,-3,3,-4,0,0
1083365,3,-4,-3,1,-1,0,0
1083634,3,-4,-12,0,0,1,-1
1083635,2,-3,-6,2,-2,0,0
1083637,2,-2,-3,0,0,0,0
1083632,1,-1,0,0,0,0,0
1086162,4,-5,-4,2,-2,0,0
1083229,2,-2,-1,2,-2,0,0
1082107,2,-3,-2,0,0,0,0
1083221,2,-2,0,2,-2,0,0
1086284,2,-2,1,1,-2,0,0
1084645,2,-2,2,2,-1,0,0
1086510,1,-2,-1,0,0,0,0
1085783,3,-3,-9,0,0,2,-2
1087613,2,-2,-3,0,0,0,0
1084161,1,-1,0,1,-1,0,0
1084162,2,-4,-10,2,-3,0,0
1085694,2,-2,0,2,-2,0,0
1085696,3,-1,6,0,0,0,0
1085593,3,-3,-13,1,-2,0,0
1083134,3,-2,10,3,-2,0,0
1085597,2,-4,-5,1,-1,0,0
1083038,2,-3,-1,2,-1,0,0
1087361,3,-2,2,0,0,0,0
1087245,4,-4,-22,2,-3,0,0
1087368,3,-2,-1,0,0,0,0
1082817,2,-3,-2,0,0,0,0
1085168,1,-1,0,1,-1,0,0
1085607,3,-3,-1,0,0,0,0
1082924,2,-2,1,0,0,0,0
1082929,3,-3,3,0,0,2,-1
1085167,2,-2,0,2,-2,0,0
1085165,1,-1,0,1,-1,0,0
1085769,3,-2,4,3,-2,0,0
1084266,2,-2,0,0,0,0,0
1082540,1,-1,0,1,-1,0,0
1082039,1,-3,-3,1,-2,0,0
1085029,1,-3,-2,0,0,0,0
1085187,3,-3,-9,1,-2,1,-2
1084513,2,-2,2,0,0,2,-1
1087560,2,-3,-14,0,0,0,0
1087562,3,-1,4,0,0,0,0
1086627,2,-2,0,0,0,0,0
1087565,3,-4,0,1,-3,1,-1
1087568,1,-1,0,1,-1,0,0
1085330,2,-3,-8,0,0,0,0
1085509,3,-2,6,3,-2,0,0
1084589,2,-4,-5,1,-2,1,-1
1087643,2,-3,-2,0,0,0,0
1082723,2,-3,0,0,0,0,0
1082649,2,-2,1,0,0,0,0
1083597,2,-2,0,2,-2,0,0
1083591,2,-2,0,2,-2,0,0
1083459,1,-2,-1,0,0,0,0
1082518,1,-1,0,1,-1,0,0
1082450,3,-3,-12,3,-3,0,0
1085237,2,-4,-1,0,0,0,0
1083456,3,-3,-6,0,0,0,0
1083599,1,-2,-1,0,0,0,0
1082108,2,-2,-1,0,0,0,0
1082510,2,-3,-7,1,-3,0,0
1083850,2,-1,1,0,0,0,0
1083851,3,-2,8,3,-2,0,0
1083852,3,-4,-2,1,-2,2,-1
1083855,2,-3,-8,2,-3,0,0
1083520,2,-2,1,0,0,0,0
1085435,2,-1,2,0,0,0,0
1085356,3,-4,-11,1,-2,1,-2
1082425,2,-3,-4,1,-2,0,0
1082583,1,-1,0,1,-1,0,0
1082850,2,-2,0,2,-2,0,0
1087410,2,-2,2,2,-2,0,0
1086948,2,-2,2,2,-1,0,0
1083670,2,-1,1,0,0,0,0
1083672,2,-2,0,1,-1,0,0
1086527,2,-3,-6,0,0,2,-2
1085506,2,-2,1,1,-1,0,0
1083927,3,-4,4,3,-4,0,0
1086642,3,-4,-3,3,-4,2,-2
1083359,3,-4,39,3,-3,0,0
1083291,1,-3,-5,0,0,0,0
1083072,4,-3,1,0,0,2,-2
1083071,4,-4,-22,1,-2,3,-3
1083079,3,-3,13,2,-2,3,-1
1083668,2,-3,-3,0,0,2,-2
1083740,4,-3,-3,2,-3,0,0
1087320,3,-4,2,2,-2,0,0
1084389,1,-1,0,1,-1,0,0
1087128,2,-2,0,0,0,0,0
1084226,2,-4,-2,0,0,0,0
1086525,3,-3,-2,3,-3,0,0
1085727,3,-3,1,0,0,0,0
1084381,2,-1,2,2,-1,0,0
1084419,2,-1,2,0,0,0,0
1082672,3,-3,4,3,-3,0,0
1082670,3,-4,-18,1,-2,0,0
1083004,3,-4,-6,3,-3,0,0
1087213,1,-1,0,0,0,0,0
1087469,2,-2,3,2,-2,1,-1
1087190,2,-3,-5,0,0,0,0
1083008,2,-3,-2,0,0,0,0
1087609,3,-3,2,0,0,0,0
1087608,3,-3,-38,3,-2,1,-3
1085092,3,-2,4,2,-2,1,-1
1084902,2,-4,-9,1,-2,0,0
1085159,1,-1,0,1,-1,0,0
1082974,2,-4,-4,1,-4,2,-2
1082970,3,-2,2,1,-1,0,0
1085074,2,-2,-2,0,0,0,0
1085071,2,-2,2,2,-2,0,0
1083557,1,-1,0,1,-1,0,0
1085374,2,-3,-1,2,-3,0,0
1082788,2,-2,-1,0,0,0,0
1087453,3,-4,-16,0,0,2,-1
1082899,2,-2,-4,2,-2,0,0
1085381,1,-2,-2,1,-2,0,0
1082895,2,-2,1,0,0,0,0
1083950,3,-1,5,2,-1,0,0
1082777,3,-3,7,2,-1,0,0
1085575,3,-4,-7,3,-3,2,-4
1085471,1,-1,0,0,0,0,0
1087513,1,-2,-1,0,0,0,0
1086985,3,-3,-5,0,0,2,-2
1085475,3,-3,-1,2,-3,1,-2
1085204,3,-3,0,1,-2,0,0
1085203,3,-3,3,0,0,3,-1
1082154,2,-2,1,0,0,0,0
1082098,2,-3,3,0,0,0,0
1083781,2,-2,-1,0,0,0,0
1084009,2,-2,0,0,0,0,0
1084001,3,-3,4,3,-3,0,0
1084005,3,-2,6,0,0,0,0
1083410,3,-5,-5,3,-4,0,0
1082553,1,-3,-2,1,-3,0,0
1082550,3,-3,-1,3,-2,0,0
1082554,2,-1,4,2,-1,0,0
1087178,3,-4,4,2,-1,0,0
1083600,2,-2,-1,0,0,0,0
1084183,2,-2,-1,2,-1,0,0
1083238,2,-4,-1,0,0,0,0
1082323,3,-4,-1,2,-4,0,0
1083231,2,-3,-6,2,-2,1,-2
1083232,2,-2,-1,2,-1,0,0
1084177,3,-2,0,0,0,0,0
1084679,3,-3,2,0,0,0,0
1082277,1,-2,-2,0,0,0,0
1084672,3,-3,0,2,-3,1,-1
1084598,3,-3,14,2,-2,0,0
1084696,2,-1,1,1,-1,0,0
1084321,3,-3,-15,0,0,1,-2
1087310,2,-4,-4,0,0,0,0
1083047,1,-3,-4,1,-1,0,0
1087257,2,-3,-10,0,0,0,0
1083045,2,-2,-1,0,0,0,0
1087631,1,-3,-2,0,0,0,0
1087442,3,-3,14,0,0,0,0
1087605,3,-4,-24,0,0,1,-1
1087356,1,-1,0,0,0,0,0
1084210,1,-1,0,1,-1,0,0
1084525,3,-3,19,0,0,0,0
1082745,2,-2,-4,1,-2,2,-2
1085321,1,-3,-2,1,-3,0,0
1087559,1,-1,0,0,0,0,0
1085533,1,-1,0,1,-1,0,0
1082088,1,-1,0,0,0,0,0
1087551,3,-4,7,3,-2,0,0
1084959,1,-1,0,1,-1,0,0
1082632,3,-3,-1,0,0,2,-1
1082987,1,-3,-4,1,-3,0,0
1082986,3,-4,0,0,0,0,0
1084323,3,-2,0,0,0,0,0
1084450,3,-3,2,1,-1,3,-2
1082983,1,-2,-1,1,-2,0,0
1086708,1,-1,0,1,-1,0,0
1085106,3,-2,1,0,0,0,0
1082988,3,-3,0,3,-3,0,0
1082734,3,-4,2,3,-3,2,-2
1082735,2,-2,2,0,0,0,0
1082299,1,-2,-1,0,0,0,0
1083587,2,-2,0,0,0,0,0
1082114,1,-2,-2,0,0,0,0
1083461,3,-4,-2,2,-2,0,0
1082448,2,-3,0,1,-1,0,0
1085247,3,-3,3,0,0,0,0
1082449,1,-1,0,0,0,0,0
1083467,2,-2,0,0,0,0,0
1083464,4,-4,2,3,-3,0,0
1082594,3,-2,2,0,0,0,0
1083866,2,-2,-8,1,-2,0,0
1082598,2,-5,-7,0,0,0,0
1085404,3,-3,-3,0,0,0,0
1085407,2,-2,2,1,-2,0,0
1086958,3,-3,4,2,-2,2,-1
1082844,3,-3,0,0,0,0,0
1085160,1,-2,-1,1,-2,0,0
1083887,1,-1,0,1,-1,0,0
1083881,1,-1,0,0,0,0,0
1083880,1,-2,-2,0,0,0,0
1083761,1,-1,0,1,-1,0,0
1082167,1,-2,-1,0,0,0,0
1082206,2,-3,-5,0,0,0,0
1082207,2,-3,0,0,0,0,0
1082202,2,-2,0,0,0,0,0
1082203,3,-4,0,3,-4,0,0
1084030,2,-2,0,2,-2,0,0
1084035,3,-2,0,3,-2,1,-1
1084039,2,-1,1,0,0,0,0
1084136,3,-2,2,0,0,0,0
1083344,4,-4,12,3,-2,0,0
1087720,2,-2,-2,0,0,0,0
1087048,1,-2,-1,0,0,0,0
1084985,2,-2,-1,0,0,0,0
1083085,3,-3,3,3,-2,0,0
1083241,3,-2,2,1,-1,2,-1
1083425,2,-3,-2,2,-2,0,0
1083245,3,-2,0,3,-1,2,-2
1083167,3,-3,0,0,0,1,-2
1086530,2,-2,1,2,-1,2,-2
1084625,2,-2,1,0,0,0,0
1086539,2,-2,-4,2,-2,0,0
1085710,2,-4,0,2,-4,0,0
1083930,4,-2,-2,4,-2,0,0
1083648,4,-3,2,3,-3,0,0
1084140,1,-2,-2,0,0,0,0
1085186,4,-3,-1,4,-2,0,0
1082662,3,-4,-3,2,-4,0,0
1082663,2,-3,-1,2,-3,0,0
1087182,2,-3,0,0,0,2,-1
1087618,3,-4,15,1,-1,2,-1
1087619,2,-2,0,0,0,0,0
1084911,2,-2,1,0,0,0,0
1087615,1,-1,0,0,0,0,0
1084499,3,-1,2,0,0,0,0
1084245,3,-3,3,3,-2,1,-2
1084369,2,-2,0,2,-2,0,0
1085662,2,-2,1,2,-2,0,0
1084248,4,-5,-7,0,0,0,0
1082947,2,-2,2,0,0,0,0
1084496,2,-2,0,0,0,1,-1
1085369,3,-2,3,1,-1,0,0
1086842,3,-2,2,3,-2,0,0
1085046,1,-3,-2,0,0,0,0
1086960,2,-2,0,2,-2,0,0
1082790,1,-1,0,0,0,0,0
1082791,2,-2,1,2,-1,0,0
1082792,3,-2,4,3,-1,0,0
1082794,3,-2,1,0,0,0,0
1087506,2,-2,1,2,-1,0,0
1086997,3,-4,0,0,0,0,0
1085446,3,-2,3,0,0,2,-1
1086992,1,-3,-2,1,-3,0,0
1087468,2,-4,-5,2,-2,0,0
1087501,1,-2,-1,1,-1,0,0
1082880,2,-2,-1,0,0,0,0
1087460,2,-3,-4,2,-2,0,0
1086999,3,-3,1,2,-3,3,-1
1085568,2,-2,0,2,-2,0,0
1085569,2,-2,0,0,0,0,0
1085566,3,-2,0,0,0,0,0
1085567,3,-4,-1,3,-4,0,0
1087485,3,-3,0,2,-2,0,0
1082530,2,-2,-2,2,-2,0,0
1087481,2,-1,1,0,0,0,0
1082248,2,-2,-1,0,0,0,0
1082249,3,-2,2,1,-2,0,0
1085218,2,-1,1,0,0,0,0
1087488,2,-2,0,1,-1,0,0
1082128,3,-2,2,0,0,0,0
1087404,1,-3,-3,1,-3,0,0
1082083,2,-2,-1,0,0,0,0
1082127,2,-3,2,2,-2,0,0
1083836,2,-2,-1,0,0,0,0
1084543,2,-4,-2,1,-4,0,0
1082835,1,-1,0,1,-1,0,0
1082837,3,-4,-8,2,-2,0,0
1082839,3,-2,1,1,-1,0,0
1083936,1,-2,-2,0,0,0,0
1085284,1,-1,0,1,-1,0,0
1085283,2,-3,-12,0,0,0,0
1083931,1,-2,-1,0,0,0,0
1083422,3,-4,-6,3,-4,0,0
1083204,1,-2,-1,1,-2,0,0
1083755,2,-4,-3,2,-2,0,0
1083753,1,-1,0,1,-1,0,0
1083752,2,-2,-2,0,0,0,0
1083616,2,-1,2,2,-1,0,0
1083617,3,-3,-4,1,-1,0,0
1083611,2,-3,-1,0,0,1,-1
1082236,3,-2,2,0,0,0,0
1087510,2,-1,2,0,0,0,0
1082239,1,-2,-1,1,-1,0,0
1083722,3,-2,2,0,0,0,0
1083724,3,-3,-4,2,-2,0,0
1083681,2,-2,-1,0,0,0,0
1084065,2,-2,2,2,-1,0,0
1083686,3,-3,0,3,-3,0,0
1086977,3,-4,-7,2,-2,3,-2
1083058,2,-3,-2,0,0,2,-1
1082524,1,-3,-4,1,-3,0,0
1087306,1,-1,0,1,-1,0,0
1087307,1,-1,0,1,-1,0,0
1087308,1,-1,0,1,-1,0,0
1085744,1,-1,0,0,0,0,0
1085742,2,-4,-7,1,-3,1,-1
1085628,3,-3,0,0,0,0,0
1085740,3,-2,2,1,-2,0,0
1085626,1,-1,0,0,0,0,0
1082902,2,-3,-1,0,0,0,0
1086545,2,-3,-4,2,-3,0,0
1084612,2,-2,2,2,-1,0,0
1082695,3,-2,5,0,0,0,0
1085680,2,-4,-4,0,0,0,0
1084430,2,-1,1,0,0,0,0
1084532,3,-4,-8,3,-4,0,0
1084533,1,-1,0,0,0,0,0
1084439,2,-2,-1,2,-2,0,0
1087633,3,-4,2,3,-3,2,-1
1086937,3,-3,-7,3,-3,1,-2
1087549,2,-2,0,2,-1,0,0
1087629,2,-3,-1,1,-1,0,0
1085529,2,-4,-3,2,-4,0,0
1087232,3,-2,3,3,-2,0,0
1084442,3,-3,3,3,-2,0,0
1082990,1,-3,-4,1,-2,0,0
1084441,2,-3,-2,1,-2,0,0
1082997,3,-2,-1,1,-2,0,0
1086714,1,-3,-2,1,-3,0,0
1087646,2,-3,-1,1,-1,0,0
1085134,3,-2,7,0,0,0,0
1085311,2,-2,2,0,0,0,0
1082579,2,-3,-7,2,-3,0,0
1086936,3,-4,-9,0,0,0,0
1085312,1,-1,0,1,-1,0,0
1086931,2,-3,-3,0,0,0,0
1082477,1,-2,-1,1,-2,0,0
1082572,2,-3,11,0,0,0,0
1083572,3,-2,3,3,-2,0,0
1082576,1,-1,0,1,-1,0,0
1087647,2,-4,-7,1,-2,0,0
1082875,2,-1,1,0,0,0,0
1087435,1,-2,-1,0,0,0,0
1085239,2,-2,1,0,0,0,0
1085557,3,-3,3,3,-3,0,0
1085556,2,-1,1,0,0,0,0
1082051,3,-2,0,0,0,0,0
1082199,1,-2,-1,1,-1,0,0
1087120,2,-3,-2,0,0,0,0
1087536,2,-2,-2,2,-2,0,0
1083501,1,-1,0,1,-1,0,0
1087530,2,-3,-4,0,0,0,0
1083895,3,-2,1,2,-1,1,-1
1083892,2,-3,-3,0,0,0,0
1087378,1,-2,-3,1,-2,0,0
1085232,3,-3,-6,0,0,0,0
1083716,2,-2,1,2,-1,0,0
1083783,3,-3,2,3,-3,0,0
1082172,1,-4,-3,0,0,0,0
1082178,3,-4,-5,0,0,0,0
1084024,1,-1,0,0,0,0,0
1084025,3,-4,2,3,-2,2,-2
1084026,3,-4,4,3,-2,2,-2
1087054,2,-3,-1,0,0,0,0
1087303,2,-3,1,2,-1,0,0
1083376,2,-2,-2,2,-2,0,0
1083373,2,-3,-5,0,0,0,0
1083624,1,-1,0,0,0,0,0
1083098,2,-3,-5,2,-3,0,0
1083621,1,-1,0,0,0,0,0
1084997,3,-2,3,3,-2,0,0
1083090,3,-4,1,3,-3,2,-1
1083629,2,-3,1,2,-3,2,-1
1083395,3,-4,-9,0,0,0,0
1083393,1,-2,-1,0,0,0,0
1083398,1,-2,-2,0,0,0,0
1084652,3,-4,-9,0,0,0,0
1084651,3,-4,-20,3,-2,0,0
1084656,2,-3,3,2,-3,0,0
1085701,2,-1,1,0,0,0,0
1084158,2,-2,1,0,0,2,-1
1083657,2,-3,-15,0,0,0,0
1084093,2,-3,-2,2,-3,0,0
1083658,2,-2,3,2,-1,1,-1
1084150,3,-2,5,3,-2,0,0
1084151,1,-1,0,1,-1,0,0
1087168,3,-3,-2,0,0,0,0
1086684,3,-3,-6,2,-3,0,0
1082652,3,-3,3,0,0,0,0
1087270,3,-3,-2,0,0,0,0
1083020,1,-2,-4,1,-2,0,0
1086610,3,-2,0,1,-2,0,0
1082957,1,-1,0,1,-1,0,0
1082952,1,-2,-1,0,0,0,0
1086207,2,-3,-1,2,-2,0,0
1085175,3,-3,4,3,-2,1,-1
1085171,4,-3,9,4,-3,0,0
1087374,3,-2,4,2,-1,0,0
1086619,3,-2,2,0,0,0,0
1084370,3,-2,6,0,0,0,0
1084278,1,-2,-1,0,0,0,0
1086612,3,-2,-1,0,0,0,0
1091112,3,-4,8,3,-4,0,0
1090583,3,-3,-2,3,-3,0,0
1091117,3,-4,5,0,0,0,0
1091298,2,-3,-1,0,0,0,0
1091290,3,-3,-1,0,0,0,0
1091118,3,-3,-3,3,-3,1,-1
1091297,2,-3,-2,2,-3,0,0
1091296,3,-4,-6,2,-1,1,-4
1089565,3,-3,0,3,-1,1,-1
1089364,3,-4,-1,0,0,1,-2
1091594,1,-2,-2,0,0,0,0
1090869,2,-2,0,0,0,0,0
1090900,1,-3,-8,1,-3,0,0
1089363,3,-4,11,2,-3,0,0
1089201,3,-3,4,0,0,0,0
1088179,1,-2,-3,1,-2,0,0
1089207,3,-3,-1,2,-1,1,-1
1088605,2,-2,2,2,-2,0,0
1091025,2,-3,0,1,-3,0,0
1090518,3,-2,3,0,0,1,-1
1088072,2,-1,1,0,0,0,0
1088071,3,-2,2,3,-2,0,0
1087901,3,-3,0,2,-3,0,0
1089812,1,-2,-1,0,0,0,0
1091561,2,-3,-3,0,0,0,0
1088075,2,-1,1,2,-1,0,0
1089811,2,-2,-3,1,-1,0,0
1090768,3,-3,-10,0,0,1,-2
1090880,3,-3,7,2,-2,1,-1
1090764,3,-2,2,0,0,0,0
1089514,2,-2,-7,0,0,0,0
1088731,2,-2,-1,0,0,0,0
1087799,3,-3,4,1,-1,0,0
1087791,3,-4,-3,3,-4,0,0
1090340,1,-3,-2,0,0,0,0
1087877,3,-3,-7,1,-2,0,0
1088105,2,-3,-1,1,-1,0,0
1087872,3,-3,-7,3,-3,0,0
1087873,2,-2,0,0,0,0,0
1089104,2,-3,-14,2,-2,1,-2
1090088,3,-3,0,1,-3,0,0
1090083,2,-1,1,0,0,0,0
1090168,3,-2,10,0,0,0,0
1090242,2,-1,1,2,-1,0,0
1089774,3,-3,-3,0,0,0,0
1089672,1,-1,0,0,0,0,0
1089670,3,-2,4,3,-2,1,-1
1089778,1,-2,-3,0,0,0,0
1091436,1,-1,0,0,0,0,0
1089478,2,-2,-1,0,0,0,0
1088452,3,-3,-15,0,0,2,-2
1089470,2,-3,-3,1,-1,0,0
1088457,3,-2,-1,2,-2,0,0
1087930,1,-1,0,1,-1,0,0
1088950,3,-2,2,2,-1,0,0
1089214,3,-2,1,2,-1,0,0
1088954,1,-3,-2,0,0,0,0
1090015,2,-2,0,0,0,0,0
1090016,2,-3,-3,1,-2,0,0
1089038,2,-3,0,0,0,0,0
1090936,3,-3,-4,3,-3,0,0
1089035,2,-1,1,2,-1,0,0
1089036,3,-2,2,3,-1,0,0
1089037,2,-3,3,2,-3,0,0
1089030,2,-1,2,1,-1,0,0
1089031,3,-3,1,3,-1,0,0
1089032,3,-2,2,3,-2,0,0
1089033,2,-3,-1,2,-3,0,0
1090934,2,-2,0,2,-2,0,0
1089609,1,-2,-3,1,-2,0,0
1088203,3,-3,-2,2,-2,0,0
1091912,3,-3,-3,0,0,0,0
1090866,2,-3,-4,2,-3,0,0
1091596,1,-2,-1,0,0,0,0
1091016,3,-3,-5,2,-3,0,0
1091015,2,-3,0,1,-1,0,0
1091010,3,-1,2,0,0,0,0
1091793,2,-3,-4,0,0,0,0
1091794,1,-1,0,1,-1,0,0
1091795,2,-3,5,2,-3,0,0
1089328,3,-4,-6,2,-4,0,0
1090949,4,-4,10,4,-3,0,0
1089857,2,-3,-1,0,0,0,0
1089855,2,-3,-2,2,-3,0,0
1091885,2,-2,-6,2,-2,0,0
1089858,2,-2,-1,0,0,0,0
1090947,3,-2,1,1,-1,0,0
1091882,2,-2,-2,0,0,0,0
1091706,3,-4,-18,3,-3,0,0
1091705,3,-3,-5,3,-3,0,0
1091704,3,-3,0,2,-1,2,-2
1089913,2,-2,2,0,0,0,0
1089912,2,-1,2,0,0,0,0
1091709,3,-4,2,3,-1,2,-2
1091242,3,-3,-13,2,-2,1,-1
1090338,3,-2,4,0,0,2,-1
1087848,3,-3,-2,0,0,0,0
1087841,2,-3,-4,0,0,0,0
1091128,1,-1,0,0,0,0,0
1089255,3,-4,12,2,-4,0,0
1088025,3,-3,-12,2,-3,0,0
1088148,4,-2,13,3,-2,2,-2
1090543,2,-2,8,0,0,0,0
1087934,3,-3,9,0,0,0,0
1090424,2,-2,-2,0,0,0,0
1088141,3,-2,5,0,0,0,0
1090512,2,-2,-1,2,-2,0,0
1087834,2,-2,-1,0,0,0,0
1090754,2,-2,-1,0,0,2,-1
1090201,2,-2,-6,0,0,0,0
1090203,2,-3,286,0,0,0,0
1090616,3,-3,1,3,-3,2,-2
1090614,1,-1,0,1,-1,0,0
1090759,2,-3,-2,2,-3,0,0
1090611,1,-1,0,1,-1,0,0
1089431,3,-3,0,2,-2,0,0
1090107,2,-1,1,2,-1,0,0
1091232,2,-2,1,2,-2,0,0
1089438,2,-3,-3,0,0,0,0
1088414,3,-3,0,3,-1,0,0
1088417,2,-1,3,0,0,0,0
1087741,2,-2,0,1,-1,0,0
1087742,3,-2,5,3,-2,0,0
1090682,3,-3,-12,0,0,0,0
1087744,3,-4,7,2,-1,0,0
1088858,3,-3,-1,0,0,2,-2
1089079,3,-3,0,2,-2,0,0
1088850,3,-3,-7,3,-3,1,-2
1090111,1,-2,-1,1,-2,0,0
1090114,1,-1,0,1,-1,0,0
1088247,3,-3,-1,0,0,0,0
1088249,2,-2,0,0,0,0,0
1089177,2,-2,0,2,-2,0,0
1092053,3,-2,-2,0,0,0,0
1089484,1,-1,0,0,0,0,0
1088481,2,-3,-1,0,0,0,0
1089480,2,-3,2,2,-2,0,0
1088489,4,-2,16,4,-2,0,0
1091901,2,-2,1,2,-1,0,0
1091900,3,-2,4,3,-1,0,0
1091903,4,-2,3,1,-2,1,-1
1088683,2,-2,0,2,-2,0,0
1088684,2,-1,1,2,-1,0,0
1091757,2,-2,0,1,-1,0,0
1092010,3,-4,4,3,-4,2,-1
1088921,1,-1,0,0,0,0,0
1091992,3,-3,-6,2,-3,0,0
1091049,2,-2,0,0,0,0,0
1092121,2,-2,-2,2,-2,0,0
1091626,1,-2,-1,1,-2,0,0
1092125,3,-4,9,3,-4,0,0
1091628,1,-1,0,1,-1,0,0
1089798,3,-2,2,0,0,0,0
1092128,3,-2,0,0,0,0,0
1091471,1,-2,-1,0,0,0,0
1091474,2,-1,1,2,-1,0,0
1087964,3,-5,-5,2,-2,0,0
1087966,3,-2,-15,3,-2,0,0
1087963,3,-3,1,3,-3,0,0
1088635,3,-3,-2,2,-1,1,-1
1088637,4,-3,-6,0,0,1,-1
1088633,2,-3,-3,0,0,0,0
1089591,3,-3,-5,2,-3,0,0
1088183,2,-2,0,0,0,0,0
1090874,3,-3,-1,3,-3,0,0
1088180,2,-2,-1,2,-2,0,0
1088343,3,-4,0,3,-2,0,0
1089868,2,-1,1,0,0,0,0
1088345,3,-3,-1,0,0,0,0
1089863,2,-2,0,0,0,0,0
1089861,2,-3,-1,1,-3,0,0
1091058,2,-1,2,0,0,0,0
1090896,1,-3,-3,1,-3,0,0
