bug_id,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment,page_rank,betweenness,closeness,indegree,outdegree
1197534,616.5,2.0,42.5,3.0,0.1,7.14,1208732.25,1.76,51.67,32.33
1197538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126562,6483.0,4.0,281.0,7.0,0.16,10.59,470132.41,1.87,24.0,71.0
1080904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080909,451.0,1.0,27.0,1.0,0.04,1.34,0.0,0.85,0.0,1.25
1246680,3940.0,4.0,109.0,4.0,0.05,1.62,17483.92,1.04,3.5,26.0
1271609,7802.0,3.0,368.0,5.0,0.2,10.75,764203.11,1.03,25.5,42.0
1271606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159378,0.0,0.0,0.0,0.0,0.0,1.47,60.92,1.16,2.5,7.5
1245139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246536,997.0,4.0,42.0,4.0,0.06,1.45,17586.41,1.65,4.0,37.0
1134667,224.0,3.0,10.0,4.0,0.17,1.47,2.12,1.87,3.0,23.0
1266077,340.0,4.0,18.0,4.0,0.11,1.19,0.0,1.65,0.0,25.0
1227810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227813,1195.0,3.0,42.0,5.0,0.29,1.28,1.62,1.65,2.0,17.0
1165184,1923.2,2.4,97.2,3.2,0.5,37.61,2425599.78,1.79,237.0,92.0
1073113,184.0,2.0,15.0,2.0,0.13,1.37,0.0,1.92,0.0,12.0
1174204,491.0,4.0,21.0,4.0,0.05,3.1,314.23,1.79,9.5,11.5
1073117,2292.11,5.0,67.33,2.67,0.3,1.45,412.52,1.3,0.93,6.53
1219820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219821,9397.0,4.0,570.0,4.0,0.07,2.87,641665.27,1.77,12.0,65.0
1074832,2327.5,3.0,86.5,4.0,0.27,1.92,32797.53,1.91,7.0,40.0
1074833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125030,927.5,2.0,46.0,3.0,0.18,2.69,41268.2,1.87,10.0,17.0
1169241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132502,1330.14,3.14,66.43,3.57,0.24,11.04,159843.15,1.21,29.91,25.64
1165458,197.0,3.0,16.0,2.0,0.1,1.25,0.0,1.69,0.0,20.0
1265772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165456,359.5,6.0,11.0,4.0,0.56,1.44,0.24,1.15,1.0,6.0
1220898,801.0,1.0,17.5,0.75,0.88,37.98,3036220.47,1.77,247.25,49.5
1135047,3212.0,4.0,148.0,6.0,0.25,3.73,5786.26,1.84,13.0,23.0
1220895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135040,7128.5,3.5,994.67,3.17,0.09,5.27,255394.52,1.66,24.75,39.5
1220897,808.0,6.0,25.0,5.0,0.07,1.3,114.9,1.1,0.5,11.5
1135042,3713.95,2.37,526.87,2.76,0.13,5.39,294882.65,1.75,20.18,42.84
1272647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109888,8635.0,2.5,647.0,3.0,0.14,4.49,131068.98,1.88,23.0,78.0
1109889,1427.69,2.13,128.94,2.25,0.17,3.29,49397.74,1.8,7.41,29.06
1109886,1168.0,2.67,59.67,3.67,0.08,1.38,0.0,1.88,1.0,31.67
1104875,14234.0,5.0,597.0,6.0,0.15,10.13,4408327.81,1.88,72.0,179.0
1109884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109883,1534.67,2.0,69.83,2.33,0.25,2.16,168499.43,1.88,9.17,46.33
1272649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179242,1094.67,3.33,56.67,3.0,0.14,4.15,32682.1,1.76,9.33,15.0
1262361,904.0,3.5,42.5,3.5,0.07,1.24,23223.76,0.92,1.2,14.4
1262363,1133.0,2.0,42.0,3.0,1.15,1.76,5596.59,1.03,1.0,7.0
1179249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175556,1373.33,1.85,125.19,1.96,0.17,7.66,132300.14,1.53,23.68,25.02
1233191,6645.67,4.67,158.33,7.0,0.32,2.62,384309.83,1.65,12.0,87.67
1256065,198.75,1.5,10.75,1.25,0.08,1.33,2684.83,1.24,2.0,16.33
1222943,2876.25,2.92,143.5,3.42,0.07,2.74,329626.15,1.74,13.33,58.0
1287310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259916,1448.4,2.4,52.4,3.6,0.24,1.47,174640.92,1.65,4.2,27.6
1259911,2986.0,5.0,175.0,4.0,0.02,2.54,122593.02,1.24,10.67,10.67
1229577,397.38,1.63,17.13,1.75,0.15,1.55,24636.26,1.48,3.9,16.0
1176112,1160.0,8.0,27.0,5.0,0.26,1.33,0.0,0.91,0.33,8.0
1131749,341.5,1.5,21.0,1.5,1.06,1.64,24.43,1.87,2.0,12.0
1229579,2221.0,4.0,79.5,4.0,0.16,13.35,106235.06,1.31,40.0,27.67
1187386,669.29,5.14,12.29,4.0,0.37,1.32,47619.43,0.72,0.43,5.57
1187385,3348.0,3.0,112.0,4.0,0.09,1.39,3675.2,1.12,0.5,2.0
1136533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222496,3.0,0.0,0.0,0.0,0.0,4.2,0.0,1.74,2.0,0.0
1222495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222499,6743.5,3.5,178.0,2.5,0.42,12.12,412025.59,1.74,35.0,60.33
1244982,1962.0,4.0,110.0,4.0,0.14,1.21,0.0,1.66,0.0,47.0
1129834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048615,556.0,1.5,30.0,2.5,0.15,1.61,28493.66,1.96,3.5,31.0
1126820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263090,771.5,2.0,35.25,2.25,0.12,1.24,13.49,1.24,1.33,22.67
1234147,1691.0,3.0,76.0,4.0,0.17,3.49,38201.1,1.64,16.0,32.0
1260218,872.5,2.5,29.5,3.0,0.47,2.46,50457.94,1.65,28.0,45.0
1138590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042479,173.0,5.5,13.5,2.0,0.41,1.83,26.98,1.96,4.0,9.0
1144398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118430,114.0,1.0,10.0,0.0,0.12,1.34,0.0,1.88,0.0,25.0
1118432,483.83,1.17,24.0,1.17,0.41,7.02,2457217.98,1.33,20.0,26.9
1140890,4495.0,4.0,240.0,5.0,0.11,8.85,231610.74,1.84,49.0,65.0
1072933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072930,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.5,0.0,0.0
1105088,7718.0,6.0,177.0,6.0,0.31,1.9,240138.44,1.19,10.0,50.0
1105089,1880.6,2.0,94.0,2.8,0.26,5.61,145434.59,1.91,19.8,54.6
1279618,849.0,2.0,69.0,3.0,0.15,30.22,224848.78,1.24,115.67,44.67
1243839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279611,574.0,2.0,36.0,2.5,0.66,1.47,21177.21,1.04,3.25,7.0
1279613,13924.5,5.0,514.5,7.0,0.18,3.41,1131390.0,1.65,31.5,147.5
1279614,2924.0,5.5,60.5,5.0,0.15,11.88,1771406.02,1.16,69.4,40.6
1279617,574.0,2.0,36.0,2.5,0.66,1.47,21177.21,1.04,3.25,7.0
1266680,1298.0,1.4,86.6,2.2,0.51,17.27,628961.82,1.65,129.6,44.0
1266685,1604.0,3.0,53.0,4.0,0.14,2.13,2278553.54,1.65,5.0,59.0
1157941,1157.0,2.0,57.38,3.0,0.58,10.84,1032516.22,1.45,33.67,31.25
1222235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106669,7008.0,4.0,240.0,6.0,0.16,31.92,4698918.04,1.88,165.0,126.0
1100562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063889,1260.0,3.0,1.0,1.0,0.08,1.37,0.0,1.92,0.0,9.0
1269790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063883,743.89,2.33,28.0,2.44,0.25,19.12,387628.57,1.68,40.17,15.42
1275938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182865,4356.0,11.0,92.0,7.0,0.12,10.03,160784.09,1.77,50.0,62.0
1043706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182866,11748.0,4.0,297.0,4.0,0.17,4.19,67198.07,1.69,31.0,89.0
1043701,503.83,1.33,26.17,1.0,0.21,1.48,6906.89,1.58,2.86,18.57
1144005,2573.5,3.5,163.0,5.0,0.08,41.94,2054886.37,1.84,28.5,20.5
1186528,553.0,3.0,24.0,3.0,0.19,1.43,949.0,1.77,3.0,38.0
1256576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264017,3530.6,2.2,122.2,2.0,0.09,13.35,161521.5,1.64,16.8,53.2
1226801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119475,4159.0,0.0,0.0,0.0,0.07,9.8,45697.53,1.87,10.0,2.0
1147156,4786.0,5.0,99.0,6.0,0.15,31.9,7640447.42,1.83,180.0,70.0
1249167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075686,1500.82,5.36,22.64,1.91,1.6,5.16,227471.6,1.92,5.36,19.73
1108917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108916,476.0,2.0,56.0,3.0,0.08,1.37,38099.92,1.19,1.0,14.0
1214200,2033.0,6.0,67.0,4.0,0.17,1.57,59705.61,1.77,3.0,40.0
1094827,6255.0,4.0,274.0,7.0,0.16,12.6,158596.05,1.91,19.0,64.0
1103032,1352.82,1.82,64.73,1.64,0.16,1.72,36080.02,1.91,4.09,21.55
1094821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103036,2316.67,1.67,125.67,2.47,0.14,2.12,355646.06,1.88,11.67,84.93
1210180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210182,464.5,2.08,17.58,1.67,0.37,2.64,126821.83,1.44,11.8,18.45
1101769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210189,545.0,1.67,37.33,2.0,0.15,1.37,166440.22,1.25,3.8,28.0
1218750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288817,2537.67,3.33,165.89,3.78,0.22,2.78,132368.11,1.34,20.15,39.54
1288812,3643.5,1.5,192.0,3.5,0.17,1.83,74884.54,1.02,12.5,40.5
1061625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066934,1151.0,4.0,55.0,5.0,0.13,1.46,3524.22,1.92,3.0,49.0
1066935,1252.25,3.75,37.25,5.75,0.24,1.94,831029.69,1.92,4.8,32.0
1253617,136.0,1.0,4.0,1.0,1.28,3.68,64843.24,1.66,15.0,10.0
1253610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136292,3354.38,3.75,171.0,4.5,0.19,4.86,480584.59,1.69,27.89,67.44
1074485,501.0,4.0,15.0,3.0,0.15,1.47,8.7,1.92,2.0,24.0
1190316,3577.5,2.0,99.0,2.5,0.09,1.75,409468.65,1.12,9.0,41.0
1074486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195209,795.0,3.0,49.0,4.0,0.11,3.36,182514.26,1.76,22.0,48.0
1070308,494.17,1.67,31.67,1.83,0.38,2.69,246368.46,1.35,10.8,13.1
1211580,1278.67,4.0,67.33,4.0,0.16,1.36,71999.8,1.44,2.5,32.0
1073652,1966.5,4.5,70.5,3.25,0.17,5.02,84576.36,1.44,16.0,32.33
1073654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162243,950.25,2.5,51.75,2.5,0.16,2.82,247810.93,1.29,17.6,23.8
1191044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210232,379.0,2.0,15.0,3.0,0.15,1.48,1454.02,1.77,4.0,18.0
1191042,779.03,3.33,34.79,2.06,0.3,11.14,521996.11,1.45,35.32,24.36
1191040,1325.25,1.75,71.5,2.75,0.29,7.89,1452027.59,1.51,59.0,39.4
1204585,1538.0,4.0,51.0,5.0,0.14,1.47,74.35,1.76,3.0,39.0
1204584,340.0,1.5,25.5,1.5,0.3,4.23,8629.19,1.76,12.0,13.0
1258883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204581,2930.22,2.67,92.22,2.67,0.25,2.93,171244.64,1.65,11.67,46.75
1204580,152.0,3.0,7.0,2.0,0.14,1.77,5131.72,1.77,3.0,7.0
1258887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107645,2284.0,2.0,179.0,3.0,0.14,8.09,11732.19,1.87,39.0,43.0
1180166,7482.0,5.0,254.0,8.0,0.22,2.98,111932.96,1.77,17.0,75.0
1254390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254393,2678.5,4.0,194.5,5.0,0.26,2.49,95126.05,1.35,14.25,37.0
1254392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174205,1650.0,4.0,50.0,5.0,0.42,2.78,48440.71,1.79,22.0,38.0
1074158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158651,9347.0,29.0,147.0,9.0,0.22,1.41,468.69,1.83,3.0,52.0
1282141,149.0,1.0,5.0,0.0,1.26,4.81,105325.89,1.65,21.0,11.5
1191597,4102.0,5.0,191.0,5.0,0.03,1.34,46791.18,1.69,2.0,88.0
1059749,2441.5,1.3,513.0,1.9,0.15,2.93,45982.37,1.74,11.92,22.15
1105867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1293551,3671.25,1.75,242.75,2.0,0.53,21.87,1527045.48,0.9,97.4,31.4
1092287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180290,2825.71,2.29,161.86,3.29,0.17,19.13,841041.35,1.24,72.82,38.27
1058297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266304,615.13,1.25,31.88,1.63,0.34,3.9,262885.6,1.65,26.76,33.76
1091959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143706,2152.0,1.0,466.0,4.0,0.17,21.35,95289.77,1.84,54.0,45.0
1143704,3701.88,5.66,95.06,4.28,0.41,3.51,21163.7,1.66,10.46,38.54
1155455,646.0,1.5,28.5,3.0,0.4,22.18,268808.97,1.83,43.0,50.0
1097507,913.25,2.0,49.0,1.75,0.51,2.27,47640.76,1.7,2.71,12.43
1097506,1154.33,2.0,65.0,2.0,0.37,1.46,19743.35,1.91,2.0,18.33
1280954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213747,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.46,0.0,0.0
1216171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216177,512.33,0.83,39.5,1.33,0.72,40.1,533367.94,1.58,177.43,24.43
1291988,1018.0,4.0,39.0,3.0,0.12,1.17,0.0,0.82,0.0,3.33
1145701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145702,471.0,2.0,42.0,3.0,0.3,1.6,25.53,1.84,2.0,12.0
1291986,1804.52,4.52,13.29,2.38,1.06,4.6,88212.08,1.53,14.98,13.73
1236754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161913,1457.89,2.11,66.0,2.22,0.2,5.15,363102.72,1.76,18.0,67.78
1272332,1424.0,10.0,19.0,2.0,0.14,1.26,115.05,1.61,2.0,18.0
1287456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255934,1380.0,3.0,78.0,5.0,0.13,1.48,53044.76,1.65,5.0,37.5
1162530,739.67,3.67,31.33,3.33,0.27,2.23,30665.91,1.79,7.0,30.0
1167721,3143.0,3.0,134.0,4.0,0.38,3.43,499492.57,1.79,21.0,51.0
1167720,2867.0,5.0,89.0,3.0,0.06,2.88,70432.4,1.79,17.0,64.0
1063414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196062,2355.0,0.0,0.0,0.0,0.03,22.82,0.0,1.76,1.0,1.0
1067042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196065,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.47,0.0,0.0
1196066,382.5,4.0,9.0,4.0,0.52,1.32,7253.47,0.84,0.57,4.57
1279918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190526,307.0,2.0,24.0,4.0,0.06,1.94,1294.64,1.76,7.0,13.0
1152106,2254.5,4.5,97.5,5.0,0.2,3.33,157946.84,1.83,22.0,58.0
1152104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152109,923.0,2.0,66.0,2.0,0.09,4.1,327031.03,1.79,23.0,38.0
1049484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120753,692.0,3.0,21.5,3.5,0.21,1.43,5420.4,1.41,1.33,21.67
1091227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091229,497.0,2.0,23.0,2.0,0.17,1.8,1360.87,1.91,5.0,46.0
1286506,555.0,2.5,28.5,2.0,0.32,10.11,40732.96,1.65,24.0,37.0
1103859,225.38,5.38,12.88,1.75,0.13,44.59,2526281.16,1.42,148.5,36.88
1099032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115375,268.0,2.5,12.0,2.0,0.2,6.76,103702.4,1.87,98.0,24.0
1115374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286509,4456.0,3.0,172.5,5.5,0.48,15.93,965843.48,1.65,150.0,90.0
1212693,2674.67,2.67,211.0,3.0,0.2,2.98,99668.68,1.25,16.6,30.2
1202320,11095.0,5.0,323.0,8.0,0.19,6.5,545110.37,1.76,47.0,146.0
1201660,2205.0,2.0,157.0,3.0,0.11,1.37,22041.09,1.12,1.5,23.5
1089049,163.0,1.5,10.0,1.5,0.19,1.34,0.0,1.2,0.0,16.5
1201664,435.0,1.0,36.0,1.0,0.31,1.41,225.38,1.69,4.0,20.5
1089045,4623.0,4.6,203.4,4.6,0.21,4.65,257223.78,1.77,18.0,43.0
1089046,1112.93,2.57,48.71,3.07,0.69,1.82,182358.58,1.25,4.87,18.93
1089040,838.0,5.0,13.0,4.0,0.36,1.38,104.88,1.2,1.0,12.5
1169611,5867.5,3.5,259.0,3.0,0.15,8.07,268348.78,1.79,24.83,69.33
1169613,737.33,2.33,32.33,3.33,0.17,1.47,34058.71,1.79,3.17,35.17
1067911,23.25,0.5,0.5,0.0,2.12,1.57,8.29,1.92,2.0,7.0
1249798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068725,1161.25,5.0,295.0,4.25,0.12,4.57,40906.46,1.92,19.5,20.25
1160972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160971,3304.09,2.62,307.46,2.35,0.15,5.7,231116.87,1.44,19.48,35.97
1248974,2438.0,7.0,67.0,3.0,0.11,1.27,2919.76,1.23,1.0,7.33
1248978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161372,2950.33,2.33,246.33,3.33,0.08,8.73,884043.37,1.79,46.67,29.33
1228952,695.42,2.32,38.58,2.26,0.31,3.13,178090.41,1.44,15.63,20.71
1197739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197734,481.0,0.0,0.0,0.0,0.0,1.29,0.0,0.47,0.0,0.0
1225233,992.0,1.0,120.5,1.5,0.56,85.27,110276.41,1.74,201.5,8.5
1239479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251133,1297.0,7.0,37.0,5.0,0.11,1.2,40432.89,1.03,1.5,31.0
1227727,2213.0,2.67,79.0,1.33,0.03,21.29,51600.12,1.69,22.67,17.0
1203743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167544,415.63,2.63,19.38,1.75,0.24,6.83,56790.72,1.64,34.36,16.27
1203744,1636.0,4.0,44.0,3.0,0.14,1.45,24952.68,1.12,2.5,36.5
1194422,846.0,3.0,54.0,2.0,0.23,3.71,44058.87,1.76,9.75,34.5
1194426,532.0,1.5,45.0,1.0,0.62,1.5,2767.67,1.76,1.0,14.5
1194424,1683.6,1.6,129.4,1.6,0.67,16.51,920506.68,1.28,61.0,24.13
1209471,3673.0,5.0,129.0,6.0,0.21,6.5,27809.18,1.12,24.5,27.5
1122445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256559,746.0,8.0,3.0,4.0,0.11,1.31,36.73,1.04,2.0,4.5
1051020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122446,1472.0,2.67,63.33,2.33,0.67,1.72,146067.4,1.18,4.17,22.17
1285768,765.0,8.0,6.0,1.0,0.58,1.24,136.84,1.65,1.5,19.0
1256558,6441.0,10.0,99.0,7.0,0.09,6.55,209931.38,1.65,31.0,8.0
1288696,3464.0,4.0,115.0,4.0,0.09,1.29,4336.19,1.04,0.5,2.5
1180350,769.0,2.0,53.0,5.0,0.09,1.55,10076.85,1.12,5.0,18.5
1121935,1842.5,2.0,118.5,3.0,0.15,6.99,115606.07,1.87,23.5,49.5
1082745,1458.0,3.0,65.0,3.0,0.08,2.56,247945.74,1.91,9.0,31.0
1050372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
